trade_id,source_id,entry_time_utc,exit_time_utc,pnl_usd,event_sequence,cumulative_pnl_usd,closed_peak_usd,closed_drawdown_usd
V9_BREAK_20210112T000500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-12T00:05:00Z,2021-01-12T01:10:10.000Z,1.266958333333362,10,15.992599528594846,15.992599528594846,0.0
V9_BREAK_20210112T054500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-12T05:45:00Z,2021-01-12T08:45:00.000Z,-4.11875,11,11.873849528594846,15.992599528594846,4.11875
V9_BREAK_20210113T003500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-13T00:35:00Z,2021-01-13T01:05:00.000Z,-4.082291666666666,12,7.79155786192818,15.992599528594846,8.201041666666667
V9_BREAK_20210113T081500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-13T08:15:00Z,2021-01-13T09:20:00.000Z,6.681311977263589,13,14.47286983919177,15.992599528594846,1.5197296894030767
V9_BREAK_20210114T013000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-14T01:30:00Z,2021-01-14T02:25:00.000Z,6.411631944444444,14,20.884501783636214,20.884501783636214,0.0
V7_20210114T031500Z_LONG,V7_SWING_HEALTH,2021-01-14T03:15:00Z,2021-01-14T14:25:00.000Z,10.705007352010034,15,31.589509135646246,31.589509135646246,0.0
fccef99737874dc201838eb7,R2_DOWNTREND,2021-01-13T20:00:00.065000Z,2021-01-14T14:25:00.000Z,2.841583700163942,16,34.43109283581019,34.43109283581019,0.0
V9_BREAK_20210115T124500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-15T12:45:00Z,2021-01-15T13:40:00.000Z,-4.357957442126096,17,30.073135393684094,34.43109283581019,4.3579574421260965
V9_BREAK_20210118T013500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-18T01:35:00Z,2021-01-18T05:40:00.000Z,11.632694617587463,18,41.70583001127156,41.70583001127156,0.0
V9_BREAK_20210118T055000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-18T05:50:00Z,2021-01-18T07:55:00.000Z,-4.571096926611677,19,37.134733084659885,41.70583001127156,4.571096926611673
V9_BREAK_20210119T070500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-19T07:05:00Z,2021-01-19T12:50:00.000Z,-4.158854166666667,20,32.97587891799322,41.70583001127156,8.729951093278338
V7_20210120T084000Z_SHORT,V7_SWING_HEALTH,2021-01-20T08:40:00Z,2021-01-20T12:10:00.000Z,6.373958333333333,21,39.349837251326555,41.70583001127156,2.3559927599450035
V9_BREAK_20210120T115500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-20T11:55:00Z,2021-01-20T12:10:00.000Z,0.9892013888888164,22,40.33903864021537,41.70583001127156,1.3667913710561876
V7_20210121T075000Z_LONG,V7_SWING_HEALTH,2021-01-21T07:50:00Z,2021-01-21T07:50:05.000Z,-1.0485624999999348,23,39.29047614021544,41.70583001127156,2.4153538710561193
V9_BREAK_20210121T063500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-21T06:35:00Z,2021-01-21T07:50:05.000Z,3.59620833333341,24,42.88668447354885,42.88668447354885,0.0
V7_20210122T085500Z_SHORT,V7_SWING_HEALTH,2021-01-22T08:55:00Z,2021-01-22T10:35:00.000Z,6.400694444444445,25,49.287378917993294,49.287378917993294,0.0
V9_BREAK_20210122T125500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-22T12:55:00Z,2021-01-22T15:05:00.000Z,9.070057136213473,26,58.357436054206765,58.357436054206765,0.0
V7_20210125T011500Z_SHORT,V7_SWING_HEALTH,2021-01-25T01:15:00Z,2021-01-25T06:30:00.000Z,6.3484375,27,64.70587355420676,64.70587355420676,0.0
V7_20210125T110500Z_SHORT,V7_SWING_HEALTH,2021-01-25T11:05:00Z,2021-01-25T13:25:00.000Z,-4.1090277777777775,28,60.596845776428985,64.70587355420676,4.109027777777776
V9_BREAK_20210126T072000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-26T07:20:00Z,2021-01-26T07:40:00.000Z,-4.079861111111111,29,56.51698466531788,64.70587355420676,8.188888888888883
V7_20210127T081500Z_SHORT,V7_SWING_HEALTH,2021-01-27T08:15:00Z,2021-01-27T11:05:00.000Z,6.383680555555555,30,62.900665220873435,64.70587355420676,1.8052083333333258
V7_20210127T122500Z_LONG,V7_SWING_HEALTH,2021-01-27T12:25:00Z,2021-01-27T14:40:00.000Z,-4.865765504236357,31,58.03489971663708,64.70587355420676,6.670973837569683
V9_BREAK_20210128T003500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-28T00:35:00Z,2021-01-28T10:15:00.000Z,-4.215972222222222,32,53.81892749441486,64.70587355420676,10.886946059791903
V9_BREAK_20210128T124500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-28T12:45:00Z,2021-01-28T13:10:00.000Z,-4.081076388888889,33,49.73785110552597,64.70587355420676,14.968022448680792
V7_20210129T134500Z_SHORT,V7_SWING_HEALTH,2021-01-29T13:45:00Z,2021-01-29T14:45:00.000Z,10.675036511311026,34,60.412887616837,64.70587355420676,4.292985937369764
V7_20210129T195000Z_SHORT,V7_SWING_HEALTH,2021-01-29T19:50:00Z,2021-01-29T21:00:00.000Z,7.615231330180969,35,68.02811894701797,68.02811894701797,0.0
V7_20210201T011500Z_LONG,V7_SWING_HEALTH,2021-02-01T01:15:00Z,2021-02-01T03:05:00.000Z,11.585524440739208,36,79.61364338775718,79.61364338775718,0.0
V7_20210201T051500Z_LONG,V7_SWING_HEALTH,2021-02-01T05:15:00Z,2021-02-01T05:45:00.000Z,-4.082291666666666,37,75.53135172109052,79.61364338775718,4.082291666666663
V7_20210202T002000Z_LONG,V7_SWING_HEALTH,2021-02-02T00:20:00Z,2021-02-02T01:55:00.000Z,6.401909722222222,38,81.93326144331274,81.93326144331274,0.0
V25_e91ece46db6d380926f025c5,V25_CHOP,2021-02-02T23:15:00.164000Z,2021-02-03T11:15:05.000Z,2.597845235046092,39,84.53110667835884,84.53110667835884,0.0
V7_20210203T110000Z_LONG,V7_SWING_HEALTH,2021-02-03T11:00:00Z,2021-02-03T13:30:00.000Z,6.388541666666667,40,90.91964834502551,90.91964834502551,0.0
V25_3c53606f7b7f762be6ec5f93,V25_CHOP,2021-02-03T23:30:00.029000Z,2021-02-04T01:52:15.000Z,8.029046549151566,41,98.94869489417707,98.94869489417707,0.0
V7_20210204T054500Z_LONG,V7_SWING_HEALTH,2021-02-04T05:45:00Z,2021-02-04T06:00:00.000Z,-4.078645833333334,42,94.87004906084373,98.94869489417707,4.07864583333334
306f734a3a9525381f56eeb6,R4_CHOP,2021-02-04T04:00:00.100000Z,2021-02-04T07:33:55.000Z,-5.039058754950297,43,89.83099030589344,98.94869489417707,9.11770458828363
V7_20210208T200000Z_SHORT,V7_SWING_HEALTH,2021-02-08T20:00:00Z,2021-02-09T01:05:00.000Z,-4.149131944444444,44,85.68185836144899,98.94869489417707,13.266836532728078
V7_20210211T095500Z_SHORT,V7_SWING_HEALTH,2021-02-11T09:55:00Z,2021-02-11T13:20:00.000Z,-4.124826388888889,45,81.5570319725601,98.94869489417707,17.39166292161697
V7_20210215T034500Z_SHORT,V7_SWING_HEALTH,2021-02-15T03:45:00Z,2021-02-15T06:55:00.000Z,6.378819444444445,46,87.93585141700454,98.94869489417707,11.012843477172524
V7_20210216T153000Z_SHORT,V7_SWING_HEALTH,2021-02-16T15:30:00Z,2021-02-16T23:10:00.000Z,19.45387251836008,47,107.38972393536463,107.38972393536463,0.0
V7_20210217T070500Z_SHORT,V7_SWING_HEALTH,2021-02-17T07:05:00Z,2021-02-17T08:05:00.000Z,6.410416666666667,48,113.80014060203129,113.80014060203129,0.0
V7_20210217T085500Z_LONG,V7_SWING_HEALTH,2021-02-17T08:55:00Z,2021-02-17T13:25:00.000Z,-4.806622506470136,49,108.99351809556116,113.80014060203129,4.806622506470134
V7_20210218T091500Z_SHORT,V7_SWING_HEALTH,2021-02-18T09:15:00Z,2021-02-18T12:25:00.000Z,7.021151089214069,50,116.01466918477523,116.01466918477523,0.0
V7_20210218T131000Z_SHORT,V7_SWING_HEALTH,2021-02-18T13:10:00Z,2021-02-18T14:35:00.000Z,7.6570154386733025,51,123.67168462344853,123.67168462344853,0.0
V9_BREAK_20210219T001500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-02-19T00:15:00Z,2021-02-19T01:10:00.000Z,6.411631944444444,52,130.08331656789298,130.08331656789298,0.0
V9_BREAK_20210219T014500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-02-19T01:45:00Z,2021-02-19T06:15:00.000Z,10.043072018166047,53,140.12638858605902,140.12638858605902,0.0
V9_BREAK_20210222T002000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-02-22T00:20:00Z,2021-02-22T03:45:00.000Z,-4.235179963758868,54,135.89120862230016,140.12638858605902,4.235179963758867
V7_20210222T011000Z_SHORT,V7_SWING_HEALTH,2021-02-22T01:10:00Z,2021-02-22T05:00:25.000Z,1.6346795977456652,55,137.52588822004583,140.12638858605902,2.6005003660131933
V7_20210224T022000Z_SHORT,V7_SWING_HEALTH,2021-02-24T02:20:00Z,2021-02-24T02:35:00.000Z,-4.078645833333334,56,133.4472423867125,140.12638858605902,6.679146199346519
V25_83e66e8456fc578ebec946d3,V25_CHOP,2021-02-24T00:05:01.973000Z,2021-02-24T12:05:05.000Z,2.596865761048965,57,136.04410814776148,140.12638858605902,4.082280438297545
V7_20210225T083000Z_LONG,V7_SWING_HEALTH,2021-02-25T08:30:00Z,2021-02-25T11:45:00.000Z,-4.878843587032726,58,131.16526456072876,140.12638858605902,8.961124025330264
V7_20210225T133500Z_LONG,V7_SWING_HEALTH,2021-02-25T13:35:00Z,2021-02-25T15:10:00.000Z,-6.507115149792498,59,124.65814941093626,140.12638858605902,15.468239175122761
V9_BREAK_20210226T135000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-02-26T13:50:00Z,2021-02-26T14:50:00.000Z,10.894562660543079,60,135.55271207147933,140.12638858605902,4.573676514579688
V9_BREAK_20210226T152500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-02-26T15:25:00Z,2021-02-28T23:00:00.000Z,-3.950456686330185,61,131.60225538514914,140.12638858605902,8.524133200909887
V9_BREAK_20210301T002500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-03-01T00:25:00Z,2021-03-01T02:45:00.000Z,6.6844362584085655,62,138.2866916435577,140.12638858605902,1.8396969425013197
V9_BREAK_20210301T080500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-03-01T08:05:00Z,2021-03-01T09:40:00.000Z,6.401909722222222,63,144.68860136577993,144.68860136577993,0.0
2da7492623773c7fdfc620bb,R2_DOWNTREND,2021-03-01T12:00:00.113000Z,2021-03-01T13:51:55.000Z,3.159686237503608,64,147.84828760328355,147.84828760328355,0.0
V9_BREAK_20210303T071500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-03-03T07:15:00Z,2021-03-03T07:45:00.000Z,-4.082291666666666,65,143.7659959366169,147.84828760328355,4.082291666666663
V9_BREAK_20210303T120500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-03-03T12:05:00Z,2021-03-03T13:10:00.000Z,6.4092013888888895,66,150.1751973255058,150.1751973255058,0.0
V9_BREAK_20210304T061500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-03-04T06:15:00Z,2021-03-04T08:50:00.000Z,-4.112673611111111,67,146.06252371439467,150.1751973255058,4.11267361111112
V9_BREAK_20210304T142000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-03-04T14:20:00Z,2021-03-04T16:00:00.000Z,-6.474416803989605,68,139.58810691040506,150.1751973255058,10.587090415100732
V7_20210305T012500Z_LONG,V7_SWING_HEALTH,2021-03-05T01:25:00Z,2021-03-05T07:30:00.000Z,8.574715096767918,69,148.16282200717296,150.1751973255058,2.012375318332829
V9_BREAK_20210305T120000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-03-05T12:00:00Z,2021-03-05T13:35:00.000Z,-4.098090277777778,70,144.0647317293952,150.1751973255058,6.1104655961106005
V7_20210308T022500Z_SHORT,V7_SWING_HEALTH,2021-03-08T02:25:00Z,2021-03-08T04:00:00.000Z,6.507929135781208,71,150.5726608651764,150.5726608651764,0.0
V9_BREAK_20210308T073000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-03-08T07:30:00Z,2021-03-08T08:55:00.000Z,6.404340277777778,72,156.97700114295418,156.97700114295418,0.0
V9_BREAK_20210309T012000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-03-09T01:20:00Z,2021-03-09T01:30:00.000Z,-4.077430555555556,73,152.8995705873986,156.97700114295418,4.077430555555566
V9_BREAK_20210309T054500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-03-09T05:45:00Z,2021-03-09T07:40:00.000Z,6.397048611111111,74,159.29661919850972,159.29661919850972,0.0
V9_BREAK_20210310T000500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-03-10T00:05:00Z,2021-03-10T01:00:00.000Z,-4.088368055555556,75,155.20825114295417,159.29661919850972,4.088368055555549
V9_BREAK_20210310T011000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-03-10T01:10:00Z,2021-03-10T02:10:00.000Z,6.410416666666667,76,161.61866780962083,161.61866780962083,0.0
V7_20210312T012500Z_SHORT,V7_SWING_HEALTH,2021-03-12T01:25:00Z,2021-03-12T03:05:00.000Z,6.400694444444445,77,168.01936225406527,168.01936225406527,0.0
V7_20210312T081000Z_LONG,V7_SWING_HEALTH,2021-03-12T08:10:00Z,2021-03-12T09:20:00.000Z,-5.276203788727847,78,162.74315846533742,168.01936225406527,5.276203788727855
V7_20210315T013000Z_SHORT,V7_SWING_HEALTH,2021-03-15T01:30:00Z,2021-03-15T02:30:00.000Z,6.410416666666667,79,169.15357513200408,169.15357513200408,0.0
V7_20210315T042000Z_SHORT,V7_SWING_HEALTH,2021-03-15T04:20:00Z,2021-03-15T09:20:00.000Z,-4.147916666666667,80,165.0056584653374,169.15357513200408,4.147916666666674
V7_20210316T105500Z_SHORT,V7_SWING_HEALTH,2021-03-16T10:55:00Z,2021-03-16T14:30:00.000Z,-4.1272569444444445,81,160.87840152089296,169.15357513200408,8.275173611111114
V7_20210316T143500Z_SHORT,V7_SWING_HEALTH,2021-03-16T14:35:00Z,2021-03-16T15:35:00.000Z,8.983403927510116,82,169.8618054484031,169.8618054484031,0.0
V7_20210317T095000Z_SHORT,V7_SWING_HEALTH,2021-03-17T09:50:00Z,2021-03-17T11:30:00.000Z,6.400694444444445,83,176.26249989284753,176.26249989284753,0.0
V7_20210317T143500Z_SHORT,V7_SWING_HEALTH,2021-03-17T14:35:00Z,2021-03-17T18:05:00.000Z,-5.540574241924255,84,170.72192565092328,176.26249989284753,5.540574241924247
V7_20210319T103000Z_LONG,V7_SWING_HEALTH,2021-03-19T10:30:00Z,2021-03-19T12:38:55.000Z,1.2933263888888376,85,172.0152520398121,176.26249989284753,4.247247853035418
1b0c595a37cd8926f9078e4f,R3_COMPRESSION,2021-03-25T12:00:00.041000Z,2021-03-25T13:01:10.000Z,-3.7669813165662243,86,168.2482707232459,176.26249989284753,8.014229169601634
b37b60963b37028811207f17,R3_COMPRESSION,2021-03-29T13:00:00.173000Z,2021-03-29T19:00:05.000Z,12.137003443747899,87,180.38527416699378,180.38527416699378,0.0
d3d947de1456dd95d993743b,R3_COMPRESSION,2021-03-30T03:00:00.710000Z,2021-03-30T22:00:05.000Z,18.908009814821504,88,199.29328398181528,199.29328398181528,0.0
V9_BREAK_20210331T124000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-03-31T12:40:00Z,2021-03-31T13:55:00.000Z,6.7862125280417365,89,206.07949650985702,206.07949650985702,0.0
V9_BREAK_20210331T135500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-03-31T13:55:00Z,2021-03-31T15:00:00.000Z,8.635981621445787,90,214.7154781313028,214.7154781313028,0.0
V7_20210405T082000Z_SHORT,V7_SWING_HEALTH,2021-04-05T08:20:00Z,2021-04-05T15:20:00.000Z,-4.177083333333333,91,210.53839479796946,214.7154781313028,4.177083333333343
V7_20210406T081500Z_SHORT,V7_SWING_HEALTH,2021-04-06T08:15:00Z,2021-04-06T11:55:00.000Z,-4.128472222222222,92,206.40992257574723,214.7154781313028,8.305555555555571
V7_20210408T090000Z_LONG,V7_SWING_HEALTH,2021-04-08T09:00:00Z,2021-04-08T11:40:00.000Z,6.386111111111111,93,212.79603368685835,214.7154781313028,1.9194444444444514
V7_20210412T130500Z_LONG,V7_SWING_HEALTH,2021-04-12T13:05:00Z,2021-04-12T13:25:00.000Z,-4.079861111111111,94,208.71617257574724,214.7154781313028,5.999305555555566
caec85551b32c3150d23429a,R4_CHOP,2021-04-12T22:15:00.070000Z,2021-04-13T05:37:35.000Z,6.700473454519648,95,215.4166460302669,215.4166460302669,0.0
V7_20210415T083000Z_LONG,V7_SWING_HEALTH,2021-04-15T08:30:00Z,2021-04-15T12:30:10.000Z,1.2738680555555573,96,216.69051408582246,216.69051408582246,0.0
V9_BREAK_20210419T121500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-04-19T12:15:00Z,2021-04-19T13:20:00.000Z,7.109574517739716,97,223.8000886035622,223.8000886035622,0.0
V9_BREAK_20210419T150000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-04-19T15:00:00Z,2021-04-19T16:25:00.000Z,-5.771332054204407,98,218.02875654935778,223.8000886035622,5.771332054204407
V7_20210420T083500Z_LONG,V7_SWING_HEALTH,2021-04-20T08:35:00Z,2021-04-20T09:40:00.000Z,-4.523980904046615,99,213.50477564531116,223.8000886035622,10.295312958251031
V7_20210420T095500Z_LONG,V7_SWING_HEALTH,2021-04-20T09:55:00Z,2021-04-20T12:11:45.000Z,1.3670097391267748,100,214.87178538443794,223.8000886035622,8.928303219124246
V7_20210430T092500Z_LONG,V7_SWING_HEALTH,2021-04-30T09:25:00Z,2021-04-30T12:35:00.000Z,-4.121180555555555,101,210.7506048288824,223.8000886035622,13.0494837746798
V7_20210430T124000Z_LONG,V7_SWING_HEALTH,2021-04-30T12:40:00Z,2021-04-30T13:55:00.000Z,-4.273834336420001,102,206.47677049246238,223.8000886035622,17.32331811109981
22512254a7206178c14ab885,R4_CHOP,2021-05-03T07:45:00.241000Z,2021-05-03T07:59:35.000Z,-4.302903321550586,103,202.1738671709118,223.8000886035622,21.626221432650397
V7_20210503T121000Z_SHORT,V7_SWING_HEALTH,2021-05-03T12:10:00Z,2021-05-03T12:25:00.000Z,-4.078645833333334,104,198.09522133757847,223.8000886035622,25.704867265983722
V25_188d0d5511d106369ec026fc,V25_CHOP,2021-05-06T03:15:00.384000Z,2021-05-06T13:35:40.000Z,6.675323951790804,105,204.77054528936927,223.8000886035622,19.02954331419292
V9_BREAK_20210507T125500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-07T12:55:00Z,2021-05-07T13:05:00.000Z,-7.216177788637776,106,197.5543675007315,223.8000886035622,26.245721102830686
V9_BREAK_20210507T154500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-07T15:45:00Z,2021-05-07T16:35:00.000Z,-6.92510477879086,107,190.62926272194065,223.8000886035622,33.17082588162154
V9_BREAK_20210510T150500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-05-10T15:05:00Z,2021-05-10T16:05:00.000Z,-6.981264366801034,108,183.6479983551396,223.8000886035622,40.15209024842258
V9_BREAK_20210511T014000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-11T01:40:00Z,2021-05-11T02:25:00.000Z,-4.0859375,109,179.5620608551396,223.8000886035622,44.23802774842258
V9_BREAK_20210511T125500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-05-11T12:55:00Z,2021-05-11T13:20:00.000Z,7.602281593439723,110,187.16434244857933,223.8000886035622,36.635746154982854
V7_20210512T085500Z_LONG,V7_SWING_HEALTH,2021-05-12T08:55:00Z,2021-05-12T12:35:00.000Z,-4.128472222222222,111,183.0358702263571,223.8000886035622,40.76421837720508
V9_BREAK_20210512T125500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-12T12:55:00Z,2021-05-12T13:20:00.000Z,-6.595519207690706,112,176.4403510186664,223.8000886035622,47.35973758489578
V7_20210514T112500Z_SHORT,V7_SWING_HEALTH,2021-05-14T11:25:00Z,2021-05-14T12:15:00.000Z,-4.087152777777778,113,172.35319824088862,223.8000886035622,51.44689036267357
V9_BREAK_20210518T131500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-05-18T13:15:00Z,2021-05-18T13:25:00.000Z,-4.893510900010995,114,167.45968734087762,223.8000886035622,56.340401262684566
V9_BREAK_20210519T075500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-05-19T07:55:00Z,2021-05-19T08:15:00.000Z,-4.079861111111111,115,163.3798262297665,223.8000886035622,60.42026237379568
V9_BREAK_20210520T020500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-20T02:05:00Z,2021-05-20T09:25:00.000Z,-4.4807208254970465,116,158.89910540426945,223.8000886035622,64.90098319929274
V9_BREAK_20210520T135000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-20T13:50:00Z,2021-05-21T01:35:00.000Z,-5.67730151501526,117,153.22180388925418,223.8000886035622,70.57828471430801
V9_BREAK_20210521T123000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-21T12:30:00Z,2021-05-21T13:50:00.000Z,-4.094444444444444,118,149.12735944480974,223.8000886035622,74.67272915875245
V9_BREAK_20210521T135000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-05-21T13:50:00Z,2021-05-23T22:00:00.000Z,-5.891234045278524,119,143.2361253995312,223.8000886035622,80.56396320403098
V9_BREAK_20210525T070500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-25T07:05:00Z,2021-05-25T07:45:00.000Z,-4.084722222222222,120,139.151403177309,223.8000886035622,84.6486854262532
V9_BREAK_20210525T135000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-25T13:50:00Z,2021-05-25T14:10:00.000Z,8.259424510258457,121,147.41082768756746,223.8000886035622,76.38926091599473
V9_BREAK_20210526T021000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-26T02:10:00Z,2021-05-26T06:10:00.000Z,-4.133333333333334,122,143.27749435423414,223.8000886035622,80.52259424932805
V9_BREAK_20210526T123500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-26T12:35:00Z,2021-05-26T12:50:00.000Z,-4.078645833333334,123,139.1988485209008,223.8000886035622,84.60124008266138
V9_BREAK_20210527T122000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-05-27T12:20:00Z,2021-05-27T12:30:00.000Z,-4.350919693147671,124,134.84792882775315,223.8000886035622,88.95215977580904
V9_BREAK_20210527T123500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-05-27T12:35:00Z,2021-05-27T13:25:00.000Z,-5.450663142770402,125,129.39726568498276,223.8000886035622,94.40282291857943
V7_20210528T123500Z_LONG,V7_SWING_HEALTH,2021-05-28T12:35:00Z,2021-05-28T14:47:55.000Z,2.257634955856593,126,131.65490064083934,223.8000886035622,92.14518796272284
V7_20210602T084500Z_LONG,V7_SWING_HEALTH,2021-06-02T08:45:00Z,2021-06-02T12:25:00.000Z,6.371527777777778,127,138.02642841861712,223.8000886035622,85.77366018494507
V7_20210603T103000Z_SHORT,V7_SWING_HEALTH,2021-06-03T10:30:00Z,2021-06-03T12:20:20.000Z,1.5688333333333344,128,139.59526175195046,223.8000886035622,84.20482685161173
V7_20210610T121500Z_LONG,V7_SWING_HEALTH,2021-06-10T12:15:00Z,2021-06-10T12:35:00.000Z,-4.079861111111111,129,135.51540064083935,223.8000886035622,88.28468796272284
175631c80802161eceb0986e,R4_CHOP,2021-06-13T22:15:00.099000Z,2021-06-14T01:11:30.000Z,7.796362083155945,130,143.3117627239953,223.8000886035622,80.4883258795669
V25_ba51eb2c22f4087e4ba3503d,V25_CHOP,2021-06-14T02:20:00.124000Z,2021-06-14T08:32:55.000Z,7.982906139316841,131,151.29466886331213,223.8000886035622,72.50541974025006
2daefaaf76544d03481dd830,R2_DOWNTREND,2021-06-15T16:00:00.200000Z,2021-06-16T17:59:50.000Z,-7.959653901363025,132,143.3350149619491,223.8000886035622,80.46507364161309
V9_BREAK_20210617T020000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-06-17T02:00:00Z,2021-06-17T02:00:05.000Z,-1.1214455238275387,133,142.21356943812157,223.8000886035622,81.58651916544062
fa9af9b42574161089902720,R2_DOWNTREND,2021-06-16T20:00:00.012000Z,2021-06-17T02:00:05.000Z,5.298641731595049,134,147.5122111697166,223.8000886035622,76.28787743384558
V9_BREAK_20210617T102500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-06-17T10:25:00Z,2021-06-17T11:45:00.000Z,7.215956669254722,135,154.72816783897133,223.8000886035622,69.07192076459086
