trade_id,candidate_id,family_id,fold_id,signal_time,entry_time,exit_time,direction,fee_stress_pnl_usd,model_score,b123_quantile,b123_threshold,v12_action,v12_retained,raw_cooldown_accepted,raw_cooldown_reason,ml_cooldown_accepted,ml_cooldown_reason
47a7c23c9c9b3e5e91dce203,350bd86c9222af35730a5874d5f1374f7b4b742967ca0e0141783dc9c7c1428a,R2_DOWNTREND,,2010-01-21 09:00:09.666000+00:00,2010-01-21 09:00:09.666000+00:00,2010-01-22 21:00:08.342000+00:00,SHORT,16.586428452843982,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
7c9d7c01f559cbc55ce5b465,a363e7b5103322362331055c7c68ac17478a82ee4eeea8311da21d86257bfdcf,R2_DOWNTREND,,2010-01-29 15:00:03.750000+00:00,2010-01-29 15:00:03.750000+00:00,2010-01-29 15:31:15.158000+00:00,SHORT,-6.906058599303129,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
13b38fb39eaaa1c96fd374c5,45ffa3bdb8d17faf1efbcae3778f70a9a206575f8966ff82859a4a8c33ef3af2,R2_DOWNTREND,,2010-01-29 16:00:16.048000+00:00,2010-01-29 16:00:16.048000+00:00,2010-01-29 18:05:36.205000+00:00,SHORT,-7.3668857156392455,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
505ac3d5a48635b3a2e5ca55,be93088691b431b3e81c66f95e7242708e6fae24679c90780b47193de223e5b7,R2_DOWNTREND,,2010-02-08 14:00:00.116000+00:00,2010-02-08 14:00:00.116000+00:00,2010-02-08 16:07:21.952000+00:00,SHORT,-7.89401937635616,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
910022101547f92138108ec0,28e67a4382ea94e571bce4bf5f6f1f89fbbf00298197de397807ad521bd1fdf9,R3_COMPRESSION,,2010-06-01 13:00:06.933000+00:00,2010-06-01 13:00:06.933000+00:00,2010-06-02 01:37:14.469000+00:00,LONG,-4.466516189492178,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
d41964fd016a64d9ef0cdb28,f192c01ed37e2acbb54ecb11eec0f519164a3af83984ae12e01e402d224848d4,R3_COMPRESSION,,2010-06-04 06:00:00.515000+00:00,2010-06-04 06:00:00.515000+00:00,2010-06-04 07:02:33.499000+00:00,SHORT,-4.118551771172387,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
9a3028ccb304367e8b9c821c,a6e947ebc940da01d1c4222283060a47f79099eff575f02039f7993b58765138,R3_COMPRESSION,,2010-06-04 11:00:05.899000+00:00,2010-06-04 11:00:05.899000+00:00,2010-06-04 11:15:38.889000+00:00,SHORT,-3.5870522507358253,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
12cb022e247ced825860b672,98cb30b9c2512f8ddb6edfe7f7e9cb9b7816dbf3fe141d15eda3fb1309d318ce,R3_COMPRESSION,,2010-06-17 13:00:05.118000+00:00,2010-06-17 13:00:05.118000+00:00,2010-06-18 13:00:08.635000+00:00,LONG,13.494577754871314,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
18bffe41b1dbc320ab23c1d1,da222396af639aeb1f04af6ff4b1a11c241e08f92739d93a01a20bfcd3e26b51,R3_COMPRESSION,,2010-06-18 16:00:16.215000+00:00,2010-06-18 16:00:16.215000+00:00,2010-06-18 17:12:14.508000+00:00,LONG,-3.97077018088099,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
61ac061ea4ad32eb1c24190c,63daf931d50a4eeadae8a4b49c5067108de147399503380f1166a2ecfb053cf2,R3_COMPRESSION,,2010-12-23 13:00:00.752000+00:00,2010-12-23 13:00:00.752000+00:00,2010-12-23 18:29:18.949000+00:00,SHORT,-3.395113328272769,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
057b17f44126795812dc9a36,976b0f738ed98939920b48f8b71d9045bac3bf859f6c1c2d56c8175214fbc60a,R2_DOWNTREND,,2011-01-06 09:00:01.712000+00:00,2011-01-06 09:00:01.712000+00:00,2011-01-07 21:00:04.555000+00:00,SHORT,4.355329094637173,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
2763d11425a8f4eed6bd336a,e99d4e863f8b1dc89962c8bba5df9a14740d7f3a0d67d10a4ba08f70277807f1,R3_COMPRESSION,,2011-05-27 08:00:00.452000+00:00,2011-05-27 08:00:00.452000+00:00,2011-05-29 22:00:36.572000+00:00,LONG,4.701669197454442,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
f8cbe64d08b1b362806d5936,5c78d7a83b53a201761cac14ddb7fd6d7847e7ddab3fd7ae661f5e5ede7e226d,R3_COMPRESSION,,2011-10-12 13:00:00.364000+00:00,2011-10-12 13:00:00.364000+00:00,2011-10-12 13:35:38.095000+00:00,LONG,-7.174860382485838,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
27f194b5fa07b21a25b49c2f,ddc618fabfcf29d37818a8c19ee2e7bf02d0c8ade0019dba24d18c25be84c23a,R3_COMPRESSION,,2011-10-13 14:00:00.128000+00:00,2011-10-13 14:00:00.128000+00:00,2011-10-13 17:27:40.124000+00:00,SHORT,-8.984215550771511,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
b639ed81ea705efd1468839a,d6f789757db87914fc867bdc83348061501c6686d2d2bf4060c698f00d20a1e6,R3_COMPRESSION,,2011-10-17 08:00:00.232000+00:00,2011-10-17 08:00:00.232000+00:00,2011-10-17 10:50:24.421000+00:00,LONG,-5.851591147167027,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
947d816c2e0e6806eb368895,bd2bd06f755303ea670de54a9ae1589952982c63b2b055997f9d8caf8e98f393,R3_COMPRESSION,,2011-10-18 07:00:00.237000+00:00,2011-10-18 07:00:00.237000+00:00,2011-10-19 07:00:00.341000+00:00,SHORT,11.871817102290317,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
7ed162ae57001f7535321029,369e64c6016c0e00efc4a4d938bb9f9a9638930f445800460d59cab0bbf30a45,R2_DOWNTREND,,2011-12-14 11:00:00.027000+00:00,2011-12-14 11:00:00.027000+00:00,2011-12-14 23:00:00.991000+00:00,SHORT,55.74125033733711,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
ad2679480cd47a35540e675f,e06c17696fb444a937d0debb27bca410c7a2cfafbb47975f6a3bc66d002fddeb,R3_COMPRESSION,,2012-01-25 11:00:00.436000+00:00,2012-01-25 11:00:00.436000+00:00,2012-01-25 15:56:12.413000+00:00,SHORT,-5.509175438615252,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
699ea524dc8bd126fac0b88e,896206616cccf3de1ec030cea02ba277bf9c900dbca68b4f041733ee5fe7d07e,R3_COMPRESSION,,2012-01-25 18:00:00.510000+00:00,2012-01-25 18:00:00.510000+00:00,2012-01-26 18:00:00.289000+00:00,LONG,33.194568367351714,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
75ebedc5c5a164f5ef825028,4db0ef24a1f5e3b5ef93b4f4a5cc5756d537864ac234596dbf4894433c3c9e26,R2_DOWNTREND,,2012-03-05 07:00:00.319000+00:00,2012-03-05 07:00:00.319000+00:00,2012-03-06 19:00:03.638000+00:00,SHORT,37.1269794301887,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
2d920ef850b77192d716ed30,6be07ca82dd548eac7cd35142fa2855dd15bdb6d062bf51a28fa795c6b844ec5,R2_DOWNTREND,,2012-05-07 15:00:00.309000+00:00,2012-05-07 15:00:00.309000+00:00,2012-05-07 16:08:01.513000+00:00,SHORT,-6.177008242441405,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
478905abd202ea2f741962c3,b021caf4eb7b1cbeedcec7bc3ca31c1c3df1d8bc40f8ecfd70e310e9f03d975a,R2_DOWNTREND,,2012-05-09 17:00:00.337000+00:00,2012-05-09 17:00:00.337000+00:00,2012-05-10 13:22:38.416000+00:00,SHORT,-9.546314754089737,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
c23d189b2cf3666b9033adc1,4877cde8f6a12e0f402869d3c33e8184d74bf27245889ef08fbc1c93c99c8b6c,R3_COMPRESSION,,2012-06-20 13:00:00.024000+00:00,2012-06-20 13:00:00.024000+00:00,2012-06-20 15:27:07.993000+00:00,SHORT,-5.477986192083267,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
9973304f0fcdf5f3081a4b01,57207bd91ea24938e248fe6939ad2c556843337e1eadad00b606125976dd9aa9,R3_COMPRESSION,,2012-06-21 13:00:00.183000+00:00,2012-06-21 13:00:00.183000+00:00,2012-06-22 07:00:00.329000+00:00,SHORT,25.844796636253104,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
e83fe5b22a70ce2d3567018a,c08bc5cebb8c5cc22df73d7f05ace57419c6d2259b50eaecd30f19ff8d05b372,R3_COMPRESSION,,2012-08-13 03:00:04.752000+00:00,2012-08-13 03:00:04.752000+00:00,2012-08-13 07:55:40.242000+00:00,LONG,-3.201175102946931,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
f407d34d552e6eed69e64ec7,6efdf6118f5327a58303329f0ee5295fd5351fef86baa33957403f099d4c2cd5,R2_DOWNTREND,,2012-10-24 04:00:00.279000+00:00,2012-10-24 04:00:00.279000+00:00,2012-10-25 07:47:02.031000+00:00,SHORT,-5.64388883279887,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
74a5261ed555f2dc1cb728f8,cfafd321464a175dfdca1b972280aacdab68f00df8c7e83767f8413a965bcf1f,R2_DOWNTREND,,2012-12-03 03:00:00.280000+00:00,2012-12-03 03:00:00.280000+00:00,2012-12-04 15:00:00.108000+00:00,SHORT,18.974163751724923,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
430eaf21a26568523706255c,5d1886655977a0c0b456ba4e3364fc38999b2b8f749db52adee7561803492278,R2_DOWNTREND,,2012-12-20 14:00:00.111000+00:00,2012-12-20 14:00:00.111000+00:00,2012-12-21 15:41:06.704000+00:00,SHORT,-7.269895648796065,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
b85af1039e34f87ddd1c589b,60d8336abd29f876a9e3e4f4741699074456cff7f49a41e618c5153f6825e858,R2_DOWNTREND,,2013-02-13 06:00:02.612000+00:00,2013-02-13 06:00:02.612000+00:00,2013-02-14 18:00:00.021000+00:00,SHORT,13.957893768432307,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
2d704e6244067d963229473f,d355e51a3ac998bab072f80d7fb2faa178d6fae7f35912a3f172908e064e5670,R2_DOWNTREND,,2013-02-18 03:00:00.731000+00:00,2013-02-18 03:00:00.731000+00:00,2013-02-19 15:00:00.021000+00:00,SHORT,8.357177756403887,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
d5c8e11c79cdcd47b25cd53b,d07133dcd4427493e5cf6abe69fca0dbb3b3ff6435e8fb86d2b39da4e7987c4c,R2_DOWNTREND,,2013-02-20 05:00:00.011000+00:00,2013-02-20 05:00:00.011000+00:00,2013-02-21 17:00:00.415000+00:00,SHORT,27.08286203593681,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
f908b542a6cb7cffcbcc88ef,fbdc11dcd2db8037f4664e65a678a0c6d90a6e641355e398e3558d541c5222b5,R2_DOWNTREND,,2013-04-04 08:00:00.906000+00:00,2013-04-04 08:00:00.906000+00:00,2013-04-04 12:41:29.650000+00:00,SHORT,-5.633960433914026,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
347d8cc6b1048fa1f37eea63,e3cd5be243d1d2468c8e4809cce2958872fad0657e70deb4c729e0797b8d7cca,R2_DOWNTREND,,2013-05-20 10:00:00.640000+00:00,2013-05-20 10:00:00.640000+00:00,2013-05-20 11:18:25.781000+00:00,SHORT,-7.628051254804875,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
6bf0ed8773c036b38c622789,bd07ccd831a8677192c2ad56773ae9574c829c09a4aa50feb75972e9111dd171,R3_COMPRESSION,,2013-06-18 07:00:00.276000+00:00,2013-06-18 07:00:00.276000+00:00,2013-06-18 07:37:01.080000+00:00,SHORT,-3.086825704456783,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
0c7e9ff7894b3ac57056b16a,2611a0414323d7f1a5576fae3d6d253082519f9a92ff2bad6ecbb707ad6fce8b,R3_COMPRESSION,,2013-06-18 09:00:00.333000+00:00,2013-06-18 09:00:00.333000+00:00,2013-06-18 15:00:00.022000+00:00,SHORT,12.05292081473256,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
852f1a3a535501a7f358bc60,8491da3179660c722ed88b360d61f6fdb42bcf79325e751ad4be3301f5126c6f,R2_DOWNTREND,,2013-06-19 20:00:00.151000+00:00,2013-06-19 20:00:00.151000+00:00,2013-06-21 08:00:00.482000+00:00,SHORT,52.938119383126924,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
358a917e146012993d247f36,1a793905294c23e6ee5623708bd4f090db0739abee9ea82c525bc90b30cb12cd,R2_DOWNTREND,,2013-06-21 18:00:01.728000+00:00,2013-06-21 18:00:01.728000+00:00,2013-06-23 22:00:03.253000+00:00,SHORT,-5.780081558709741,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
e8a7f29e56598b087727da08,e84d321bc6703dda48bf551c6ca5f51f5544e0153ce2968dfa48a0de5690e230,R2_DOWNTREND,,2013-06-24 17:00:00.008000+00:00,2013-06-24 17:00:00.008000+00:00,2013-06-24 18:04:29.345000+00:00,SHORT,-10.549104758205731,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
6ebb84fd2c65dcb85c0a0b11,b18476d009600b0e638ee107798a8ca070892227724214a2b0fbf939500a43b7,R3_COMPRESSION,,2013-07-22 13:00:00.115000+00:00,2013-07-22 13:00:00.115000+00:00,2013-07-22 19:00:00.521000+00:00,LONG,12.369054325496588,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
87c8bd9db4baea8aa532900a,ed909fd9526673a2e7ae75ae61496fe46edbd56c409c576d6cb3d3f78d364dd3,R2_DOWNTREND,,2013-09-11 04:00:00.359000+00:00,2013-09-11 04:00:00.359000+00:00,2013-09-12 16:00:00.812000+00:00,SHORT,31.211876963253932,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
e1f002f1166ebfab87b24845,df5e2b85d889af50efcaa2f3ab0ad606c24e7c33c431f7912f74be4cfb26423c,R2_DOWNTREND,,2013-10-15 09:00:00.055000+00:00,2013-10-15 09:00:00.055000+00:00,2013-10-15 11:27:49.408000+00:00,SHORT,-5.596260997837542,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
a72d8eeb60a8ef3ebc5953cc,7444f2d475a26ecd3d51fd2faa3b3c565709e1077392c3cb935283f8d8c607bd,R2_DOWNTREND,,2013-11-05 08:00:00.072000+00:00,2013-11-05 08:00:00.072000+00:00,2013-11-05 13:00:43.708000+00:00,SHORT,-4.336401417004104,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
ad594063fa7521ace04d7350,e8ef8bf76cfb8cd3309456756f238d588eabfbf87065562ff40ffd8adc3b670e,R3_COMPRESSION,,2013-11-07 14:00:00.106000+00:00,2013-11-07 14:00:00.106000+00:00,2013-11-07 14:15:19.691000+00:00,SHORT,-6.157715431147504,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
f1d5de70d377ff9cd71b04f9,05829aeefc30b98e305d3692642cfc9ee4b5187d939206112251a2948b75c30c,R3_COMPRESSION,,2013-11-08 14:00:00.322000+00:00,2013-11-08 14:00:00.322000+00:00,2013-11-10 23:00:02.927000+00:00,SHORT,5.1499470234074565,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
a39ee3656ea60a27b831d6c9,1178516729d467bfa31a1f4efaabbc65a47a9c43e4126047100132d0b79261a5,R2_DOWNTREND,,2013-11-12 17:00:00.183000+00:00,2013-11-12 17:00:00.183000+00:00,2013-11-13 12:52:23.924000+00:00,SHORT,-6.809330648984389,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
1272179ac03f536a0782fd56,33d8f4a38c7cd41dc669b97418acccf26ca302eec7cf62d61dfbcdbf1ee812f0,R3_COMPRESSION,,2014-01-17 17:00:00.457000+00:00,2014-01-17 17:00:00.457000+00:00,2014-01-19 23:00:03.058000+00:00,LONG,-2.2592815854794734,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
e5be37602bbe67f3e129f2d2,0ec20e33266f22959cdaffc71b2f37bf1d3ab25f48fde7b9890de7de1a9f4603,R3_COMPRESSION,,2014-01-20 00:00:00.227000+00:00,2014-01-20 00:00:00.227000+00:00,2014-01-21 00:00:00.204000+00:00,LONG,-2.0827428988619583,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
67268879d0b281d51e056d34,eb783ba4ae649522016b4c6a940e5f0cad6838d713481760532a552ff8eacf6e,R3_COMPRESSION,,2014-01-21 10:00:00.170000+00:00,2014-01-21 10:00:00.170000+00:00,2014-01-22 10:00:00.297000+00:00,SHORT,7.3619947915722195,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
a32479ec47acbe6c09550da9,a06046de3a4b7d72a3bb7c6bdb3867ce53908dace5c2b536b1336143c303a888,R3_COMPRESSION,,2014-01-22 21:00:00.482000+00:00,2014-01-22 21:00:00.482000+00:00,2014-01-23 07:00:06.972000+00:00,SHORT,-3.4861242333798943,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
5651659d014c10ce8c6d3941,555ae7b1e1e5af9ad22a79f823fff93334bae37169e7fb293e77f896d36a47b2,R3_COMPRESSION,,2014-01-23 14:00:00.039000+00:00,2014-01-23 14:00:00.039000+00:00,2014-01-24 08:00:00.330000+00:00,LONG,0.4457456557341031,,,,MODEL_ABSTAIN_RETAIN_ALL,True,True,ROUTED,True,ROUTED
