bar_start_utc,bar_end_utc,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe,source_terminal
2026-06-01 00:00:00,2026-06-01 00:05:00,1.16483,1.16513,1.1647,1.16507,418,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 00:05:00,2026-06-01 00:10:00,1.16508,1.16533,1.16507,1.16514,391,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 00:10:00,2026-06-01 00:15:00,1.16513,1.1652,1.16496,1.1651,443,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 00:15:00,2026-06-01 00:20:00,1.16511,1.16517,1.16485,1.16487,354,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 00:20:00,2026-06-01 00:25:00,1.16488,1.1649,1.16466,1.16471,326,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 00:25:00,2026-06-01 00:30:00,1.1647,1.16475,1.16453,1.16475,376,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 00:30:00,2026-06-01 00:35:00,1.16476,1.16482,1.16459,1.1646,408,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 00:35:00,2026-06-01 00:40:00,1.16461,1.16471,1.16458,1.16471,160,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 00:40:00,2026-06-01 00:45:00,1.1647,1.16472,1.16462,1.16471,154,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 00:45:00,2026-06-01 00:50:00,1.16473,1.16478,1.16459,1.16465,160,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 00:50:00,2026-06-01 00:55:00,1.16466,1.16473,1.16446,1.16448,233,7,0,EURUSD,M5,C:\Program Files\MetaTrader 5\terminal64.exe
