bar_start_utc,bar_end_utc,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe,source_terminal
2026-06-01 00:00:00,2026-06-01 01:00:00,159.357,159.464,159.357,159.451,3927,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 01:00:00,2026-06-01 02:00:00,159.452,159.493,159.446,159.481,2872,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 02:00:00,2026-06-01 03:00:00,159.48,159.493,159.447,159.46,1305,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 03:00:00,2026-06-01 04:00:00,159.461,159.481,159.436,159.475,1644,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 04:00:00,2026-06-01 05:00:00,159.476,159.477,159.451,159.455,1229,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 05:00:00,2026-06-01 06:00:00,159.456,159.476,159.433,159.454,1548,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 06:00:00,2026-06-01 07:00:00,159.453,159.495,159.409,159.422,2507,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 07:00:00,2026-06-01 08:00:00,159.423,159.481,159.404,159.462,2450,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 08:00:00,2026-06-01 09:00:00,159.461,159.471,159.435,159.447,1901,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 09:00:00,2026-06-01 10:00:00,159.446,159.477,159.44,159.453,1939,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 10:00:00,2026-06-01 11:00:00,159.454,159.473,159.436,159.447,1601,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 11:00:00,2026-06-01 12:00:00,159.448,159.489,159.441,159.484,1456,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 12:00:00,2026-06-01 13:00:00,159.483,159.489,159.431,159.48,2961,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 13:00:00,2026-06-01 14:00:00,159.481,159.735,159.48,159.725,6828,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 14:00:00,2026-06-01 15:00:00,159.712,159.758,159.654,159.717,5042,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 15:00:00,2026-06-01 16:00:00,159.718,159.731,159.577,159.655,4383,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 16:00:00,2026-06-01 17:00:00,159.654,159.705,159.565,159.599,4125,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 17:00:00,2026-06-01 18:00:00,159.595,159.677,159.568,159.629,3830,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 18:00:00,2026-06-01 19:00:00,159.628,159.757,159.615,159.755,2427,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 19:00:00,2026-06-01 20:00:00,159.753,159.753,159.646,159.689,2359,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 20:00:00,2026-06-01 21:00:00,159.688,159.7,159.65,159.665,1476,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 21:00:00,2026-06-01 22:00:00,159.602,159.677,159.568,159.591,817,40,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 22:00:00,2026-06-01 23:00:00,159.594,159.665,159.593,159.656,1182,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-01 23:00:00,2026-06-02 00:00:00,159.657,159.657,159.615,159.642,1028,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 00:00:00,2026-06-02 01:00:00,159.641,159.719,159.634,159.661,2527,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 01:00:00,2026-06-02 02:00:00,159.66,159.717,159.633,159.702,2890,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 02:00:00,2026-06-02 03:00:00,159.701,159.716,159.678,159.709,1722,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 03:00:00,2026-06-02 04:00:00,159.708,159.718,159.687,159.714,1476,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 04:00:00,2026-06-02 05:00:00,159.715,159.724,159.706,159.724,1342,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 05:00:00,2026-06-02 06:00:00,159.723,159.738,159.71,159.735,1095,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 06:00:00,2026-06-02 07:00:00,159.736,159.741,159.685,159.701,2937,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 07:00:00,2026-06-02 08:00:00,159.698,159.723,159.689,159.689,2173,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 08:00:00,2026-06-02 09:00:00,159.688,159.74,159.65,159.737,2466,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 09:00:00,2026-06-02 10:00:00,159.738,159.744,159.694,159.735,1390,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 10:00:00,2026-06-02 11:00:00,159.736,159.748,159.704,159.723,1327,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 11:00:00,2026-06-02 12:00:00,159.724,159.745,159.711,159.74,1558,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 12:00:00,2026-06-02 13:00:00,159.739,159.78,159.731,159.777,2142,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 13:00:00,2026-06-02 14:00:00,159.776,159.829,159.761,159.789,2733,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 14:00:00,2026-06-02 15:00:00,159.778,159.869,159.776,159.859,2904,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 15:00:00,2026-06-02 16:00:00,159.858,159.897,159.853,159.873,2229,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
2026-06-02 16:00:00,2026-06-02 17:00:00,159.872,159.942,159.862,159.902,2010,12,0,USDJPY,H1,C:\Program Files\MetaTrader 5\terminal64.exe
