signal_time_utc,signal_complete_utc,side,atr,range_high,range_low,session_range,state_time_utc,ownership
2019-02-21 09:00:00+00:00,2019-02-21 09:15:00+00:00,SHORT,0.05423370425401914,110.82900000000001,110.693,0.1360000000000099,2019-02-21 08:00:00+00:00,SHOCK_CASH
2019-02-25 10:15:00+00:00,2019-02-25 10:30:00+00:00,LONG,0.038446503777403065,110.697,110.57900000000001,0.117999999999995,2019-02-25 09:00:00+00:00,s3_compression_release_breakout
2019-02-25 10:30:00+00:00,2019-02-25 10:45:00+00:00,LONG,0.03809318207901739,110.697,110.57900000000001,0.117999999999995,2019-02-25 09:00:00+00:00,s3_compression_release_breakout
2019-03-01 08:00:00+00:00,2019-03-01 08:15:00+00:00,LONG,0.043628867825609374,111.844,111.70849999999999,0.1355000000000075,2019-03-01 07:00:00+00:00,s4_neutral_normal_breakout
2019-03-01 08:15:00+00:00,2019-03-01 08:30:00+00:00,LONG,0.04465537726663676,111.844,111.70849999999999,0.1355000000000075,2019-03-01 07:00:00+00:00,s4_neutral_normal_breakout
2019-03-01 09:00:00+00:00,2019-03-01 09:15:00+00:00,LONG,0.04401962968469389,111.844,111.70849999999999,0.1355000000000075,2019-03-01 08:00:00+00:00,s4_neutral_normal_breakout
2019-03-01 09:15:00+00:00,2019-03-01 09:30:00+00:00,LONG,0.044232513278644116,111.844,111.70849999999999,0.1355000000000075,2019-03-01 08:00:00+00:00,s4_neutral_normal_breakout
2019-03-01 09:45:00+00:00,2019-03-01 10:00:00+00:00,LONG,0.04502701400046309,111.844,111.70849999999999,0.1355000000000075,2019-03-01 09:00:00+00:00,s4_neutral_normal_breakout
2019-03-08 10:15:00+00:00,2019-03-08 10:30:00+00:00,LONG,0.05807642246675674,111.107,110.95349999999999,0.15350000000000819,2019-03-08 09:00:00+00:00,s4_neutral_normal_breakout
2019-03-08 10:30:00+00:00,2019-03-08 10:45:00+00:00,LONG,0.05660667800484514,111.107,110.95349999999999,0.15350000000000819,2019-03-08 09:00:00+00:00,s4_neutral_normal_breakout
2019-03-08 10:45:00+00:00,2019-03-08 11:00:00+00:00,LONG,0.05409905814735643,111.107,110.95349999999999,0.15350000000000819,2019-03-08 09:00:00+00:00,s4_neutral_normal_breakout
2019-03-08 11:00:00+00:00,2019-03-08 11:15:00+00:00,LONG,0.05352055399397429,111.107,110.95349999999999,0.15350000000000819,2019-03-08 09:00:00+00:00,s4_neutral_normal_breakout
2019-03-12 11:00:00+00:00,2019-03-12 11:15:00+00:00,SHORT,0.0430266972487705,111.39349999999999,111.26599999999999,0.12749999999999773,2019-03-12 10:00:00+00:00,SHOCK_CASH
2019-03-21 10:30:00+00:00,2019-03-21 10:45:00+00:00,LONG,0.05653802830953546,110.53399999999999,110.35499999999999,0.17900000000000205,2019-03-21 09:00:00+00:00,s3_compression_release_breakout
2019-03-21 10:45:00+00:00,2019-03-21 11:00:00+00:00,LONG,0.062035312001711355,110.53399999999999,110.35499999999999,0.17900000000000205,2019-03-21 10:00:00+00:00,s3_compression_release_breakout
2019-03-25 09:15:00+00:00,2019-03-25 09:30:00+00:00,LONG,0.07470949325591336,110.1165,109.8775,0.23900000000000432,2019-03-25 08:00:00+00:00,SHOCK_CASH
2019-03-26 09:30:00+00:00,2019-03-26 09:45:00+00:00,LONG,0.06349120916014218,110.19999999999999,110.02950000000001,0.17049999999997567,2019-03-26 08:00:00+00:00,SHOCK_CASH
2019-03-26 11:15:00+00:00,2019-03-26 11:30:00+00:00,LONG,0.05992741240568205,110.19999999999999,110.02950000000001,0.17049999999997567,2019-03-26 10:00:00+00:00,SHOCK_CASH
2019-03-26 11:30:00+00:00,2019-03-26 11:45:00+00:00,LONG,0.0591468829481338,110.19999999999999,110.02950000000001,0.17049999999997567,2019-03-26 10:00:00+00:00,SHOCK_CASH
2019-03-27 09:30:00+00:00,2019-03-27 09:45:00+00:00,SHORT,0.06804488242028034,110.714,110.5145,0.19950000000000045,2019-03-27 08:00:00+00:00,SHOCK_CASH
2019-03-27 09:45:00+00:00,2019-03-27 10:00:00+00:00,SHORT,0.06961310510454526,110.714,110.5145,0.19950000000000045,2019-03-27 09:00:00+00:00,SHOCK_CASH
2019-03-27 10:45:00+00:00,2019-03-27 11:00:00+00:00,SHORT,0.07284873216604655,110.714,110.5145,0.19950000000000045,2019-03-27 10:00:00+00:00,SHOCK_CASH
2019-03-27 11:30:00+00:00,2019-03-27 11:45:00+00:00,SHORT,0.07128012557172082,110.714,110.5145,0.19950000000000045,2019-03-27 10:00:00+00:00,SHOCK_CASH
2019-03-28 08:30:00+00:00,2019-03-28 08:45:00+00:00,LONG,0.07392818954561796,110.213,110.0195,0.19350000000000023,2019-03-28 07:00:00+00:00,s3_compression_release_breakout
2019-03-28 08:45:00+00:00,2019-03-28 09:00:00+00:00,LONG,0.07654046172093008,110.213,110.0195,0.19350000000000023,2019-03-28 08:00:00+00:00,SHOCK_CASH
2019-03-28 10:30:00+00:00,2019-03-28 10:45:00+00:00,LONG,0.06854728065470189,110.213,110.0195,0.19350000000000023,2019-03-28 09:00:00+00:00,s3_compression_release_breakout
2019-03-28 11:30:00+00:00,2019-03-28 11:45:00+00:00,LONG,0.06412055869374318,110.213,110.0195,0.19350000000000023,2019-03-28 10:00:00+00:00,s3_compression_release_breakout
2019-03-29 08:00:00+00:00,2019-03-29 08:15:00+00:00,LONG,0.07765267900533597,110.763,110.554,0.20900000000000318,2019-03-29 07:00:00+00:00,SHOCK_CASH
2019-03-29 09:45:00+00:00,2019-03-29 10:00:00+00:00,LONG,0.06693815821891143,110.763,110.554,0.20900000000000318,2019-03-29 09:00:00+00:00,s3_compression_release_breakout
2019-03-29 11:00:00+00:00,2019-03-29 11:15:00+00:00,LONG,0.06644018783017148,110.763,110.554,0.20900000000000318,2019-03-29 10:00:00+00:00,SHOCK_CASH
2019-04-01 09:00:00+00:00,2019-04-01 09:15:00+00:00,SHORT,0.05586085564614311,111.1445,111.00049999999999,0.14400000000000546,2019-04-01 08:00:00+00:00,s3_compression_release_breakout
2019-04-01 10:45:00+00:00,2019-04-01 11:00:00+00:00,SHORT,0.05333104634436939,111.1445,111.00049999999999,0.14400000000000546,2019-04-01 10:00:00+00:00,s3_compression_release_breakout
2019-04-01 11:30:00+00:00,2019-04-01 11:45:00+00:00,SHORT,0.049706927412017446,111.1445,111.00049999999999,0.14400000000000546,2019-04-01 10:00:00+00:00,s3_compression_release_breakout
