attempt_no,variant_id,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2023_trades,era_2021_2023_stress_net_r,era_2021_2023_stress_pf,era_2021_2023_average_stress_r,era_2021_2023_closed_drawdown_r,era_2023_2024_trades,era_2023_2024_stress_net_r,era_2023_2024_stress_pf,era_2023_2024_average_stress_r,era_2023_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
24120,002896e793157c1c,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_EXTENDED,612,70,"{""body_min"":0.4,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""macro_mode"":""ANY"",""pressure_min"":0.5,""require_confirmation"":true,""z_min"":0.75}",424,-62.78581225970063,0.789001119742555,-0.14807974589552034,73.15951377148376,124,-34.40396547119525,0.6445306680733008,-0.277451334445123,44.84620628297372,137,-4.778203338538908,0.9421832924165753,-0.034877396631670866,13.529425976492044,106,-13.240650081392317,0.8268079323544236,-0.12491179322068224,19.973947080865198,57,-10.362993368574157,0.7513998418637985,-0.1818069012030554,17.81948176880121,-73.65792701461716,1.0,57,0.6445306680733008,-0.277451334445123,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24121,002e05357f7ffbdf,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_BALANCED,2337,282,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""LIQUID"",""macro_mode"":""ANY"",""pressure_min"":1.0,""require_confirmation"":false,""z_min"":1.5}",1193,-298.1604097692832,0.6615529712635914,-0.24992490341096665,298.1604097692833,343,-112.17041031776441,0.5810080897130756,-0.3270274353287592,113.76623852899523,383,-79.65067386264013,0.7078585127988355,-0.2079652059076766,88.52024901372516,305,-60.91356386406855,0.7191690936514754,-0.19971660283301165,60.91356386406855,162,-45.4257617248101,0.6327816717244467,-0.28040593657290186,45.42576172481009,-306.5621692682805,1.0,162,0.5810080897130756,-0.3270274353287592,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24122,003264fe93d8f53f,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_BALANCED,1253,146,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""macro_mode"":""ANY"",""pressure_min"":0.0,""require_confirmation"":false,""z_min"":1.5}",668,-170.74395808097566,0.6405507697914233,-0.25560472766613124,170.7439580809757,218,-82.17008169514779,0.511085456881761,-0.3769269802529715,84.1408846496485,198,-40.260564971861285,0.702406090217482,-0.20333618672657214,48.28447150137436,171,-27.714985484145313,0.7521883227287893,-0.16207593850377375,32.85190010154503,81,-20.59832592982131,0.655680736902342,-0.25430032012125076,22.82238813792651,-179.1552710037962,1.0,81,0.511085456881761,-0.3769269802529715,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24123,0047be1c4622b83d,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_FAST,437,47,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""ALL"",""macro_mode"":""CONSENSUS"",""pressure_min"":0.5,""require_confirmation"":true,""z_min"":0.75}",251,-46.04172927791227,0.708590821578898,-0.18343318437415246,50.10190541015534,48,-1.7986660245941861,0.9325334500603073,-0.03747220884571221,7.7988519407903825,82,-23.109297855137896,0.5843887269722533,-0.2818207055504621,23.109297855137903,84,-15.981162182087562,0.6952883994520825,-0.19025193073913765,18.524361493019843,37,-5.152603216092611,0.7787321581811607,-0.1392595463808814,6.468481516024104,-52.67259224335248,1.0,37,0.5843887269722533,-0.2818207055504621,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24124,005e28e55a4f6e03,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_FAST,446,38,"{""body_min"":0.4,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""ALL"",""macro_mode"":""DISAGREEMENT"",""pressure_min"":0.0,""require_confirmation"":true,""z_min"":0.75}",206,-65.77613725278744,0.5393527748970659,-0.3193016371494536,71.80214074811083,69,-31.812851489806484,0.4037048654672495,-0.46105581869284756,31.812851489806487,53,-14.312121863471555,0.5797824511870517,-0.27004003515984065,18.903679799855666,52,-17.773907765652442,0.5193769850816089,-0.3418059185702393,17.773907765652442,32,-1.8772561338569393,0.8979753862193551,-0.058664254183029355,10.117510031127438,-71.64256976588625,1.0,32,0.4037048654672495,-0.46105581869284756,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24125,006db84b694cd6b8,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_FAST,1282,165,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""macro_mode"":""ANY"",""pressure_min"":0.5,""require_confirmation"":false,""z_min"":1.5}",686,-174.75135117218343,0.6257830290278025,-0.25473957896819743,178.42034664231437,170,-58.790868696044555,0.5280706920863629,-0.3458286393884974,59.87275672414049,224,-73.54039883674767,0.5379553018545762,-0.3283053519497664,76.65632078448846,178,-17.416304059115024,0.8375910323326052,-0.0978444048264889,28.224735994186876,114,-25.003779580276163,0.6710151253529365,-0.21933139982698388,28.672775050407196,-181.41413977321452,1.0,114,0.5280706920863629,-0.3458286393884974,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24126,00a3585428c896dd,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_FAST,2208,276,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""macro_mode"":""ANY"",""pressure_min"":0.0,""require_confirmation"":false,""z_min"":1.0}",958,-300.8777016279672,0.5534999808265754,-0.31406858207512234,301.97622209438276,266,-75.07453542916244,0.5928548390809483,-0.282235095598355,76.998826447637,298,-102.5599159419831,0.5148860996969262,-0.3441607917516212,104.49966461466965,252,-79.0853781015247,0.5540830443186427,-0.3138308654822409,82.49454158945343,142,-44.15787215529697,0.5614780391366238,-0.3109709306711054,44.15787215529698,-308.58059469760354,1.0,142,0.5148860996969262,-0.3441607917516212,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24127,00ba326b39a56d51,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_FAST,3316,365,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""macro_mode"":""ANY"",""pressure_min"":0.5,""require_confirmation"":false,""z_min"":1.25}",966,-281.5652225177419,0.5833209583320612,-0.29147538562913244,287.35758627994056,278,-88.43406147892931,0.5596415550935276,-0.31810813481629246,91.53643378012278,297,-98.28434101338668,0.5344363198465111,-0.33092370711578006,103.45392156997409,239,-70.84083185897978,0.5756873975626549,-0.29640515422167274,71.9002485055383,152,-24.005988166446116,0.7521347228549078,-0.1579341326739876,29.828151836188344,-288.5701675971514,1.0,152,0.5344363198465111,-0.33092370711578006,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24128,00bf1998f6c46e2b,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_FAST,276,27,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""macro_mode"":""CONSENSUS"",""pressure_min"":0.5,""require_confirmation"":true,""z_min"":1.0}",188,-56.87046473101046,0.5639062413485741,-0.30250247197345986,56.87046473101044,26,-13.378868486139051,0.3638186421888515,-0.514571864851502,14.4215580882738,79,-22.3431027403271,0.5797878295070508,-0.2828240853205962,23.42723334781493,62,-13.63068478710644,0.6651042529800394,-0.21984975463074902,14.754504361908207,21,-7.517808717437855,0.5151853072382481,-0.35799089130656453,7.517808717437859,-63.476032462337585,1.0,21,0.3638186421888515,-0.514571864851502,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24129,00db98f1227b8485,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_EXTENDED,276,27,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""macro_mode"":""CONSENSUS"",""pressure_min"":0.5,""require_confirmation"":true,""z_min"":1.0}",206,-37.78218522581475,0.747650028238145,-0.1834086661447318,47.19477665345889,38,-22.825629831216197,0.3412287130871362,-0.6006744692425315,25.746919632052656,84,-14.641024291998894,0.7501678441135783,-0.17429790823808208,17.02399771732083,64,-3.2352178792096833,0.9273183901150249,-0.0505502793626513,8.935596719764098,20,2.9196867766100176,1.2441832699257207,0.14598433883050088,3.802399954453385,-48.61623782648365,1.0,20,0.3412287130871362,-0.6006744692425315,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
