candidate_id,family_id,signal_time,session_date,direction,direction_sign,stop_frozen,atr_value,target_r,maximum_hold_hours,initial_balance_high,initial_balance_low,opening_poc,running_poc,cumulative_delta_ratio,cumulative_volume_ratio
6c842ff56b05ee2498cf464cd48d7e425205ed4503cfefc6d6202b4c243522fe,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-04 14:30:00+00:00,2022-07-04,SHORT,-1,1810.3218486577232,1.0380572443802254,1.25,2.0,1810.4,1806.6,1808.5,1809.5,0.040345821325648415,
adf1acbe3e23f69115ed7303a0fa0ec1294c82dc881b039e185b612081f29cca,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-04 16:20:00+00:00,2022-07-04,LONG,1,1805.2041570645852,0.8362858063702243,1.25,2.0,1810.4,1806.6,1808.5,1809.5,0.013130833728840373,
3afe35a045d3b77dd1930f987b7f81089c181df9c8b99a84958a1a7d3074f510,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-06 14:00:00+00:00,2022-07-06,LONG,1,1758.0231277200596,2.8980850352238448,1.25,2.0,1766.9,1758.0,1760.5,1762.5,0.04124113705847915,
5a02a71d28947a1b83df547ce69a16f8976974f3d1395957827a7c6884e98529,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-07 14:20:00+00:00,2022-07-07,SHORT,-1,1746.5257950083048,2.2150529509467702,1.25,2.0,1744.6,1736.4,1740.2,1747.0,-0.02714907800655879,
ba3db808d6aa4ac137558e3185323401817249b1fc296030f1c0c7b984fc7491,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-08 15:40:00+00:00,2022-07-08,SHORT,-1,1745.48645641259,2.084066367752805,1.25,2.0,1742.7,1726.0,1732.8,1739.3,0.05036115260815327,
4f4bc88e45aa17731c08e48cdef32229d320e0d628740016250b73d1e574f99d,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-11 13:45:00+00:00,2022-07-11,SHORT,-1,1738.702931922385,1.5240375557469057,1.25,2.0,1736.2,1732.3,1733.8,1735.5,-0.03060192210419828,
7d5342b9ca22de6e0430381da2910033ce2507f91ec218e845869cba9da4ab46,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-12 13:35:00+00:00,2022-07-12,LONG,1,1728.957556772839,1.9458155613657513,1.25,2.0,1734.5,1727.2,1732.0,1731.0,0.05574092247301276,
8fe3e8da3380e4de6e69a08a1e32f5a614a7ead0977367d7531c84231adcab10,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-14 14:40:00+00:00,2022-07-14,LONG,1,1704.2786533441354,3.0751137127818415,1.25,2.0,1712.6,1702.0,1708.5,1697.5,-0.008887849374342182,
9181afadb2452cd0aa108e7abbf832eb7274466fab4542dc5cd4fbf003def350,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-14 15:55:00+00:00,2022-07-14,SHORT,-1,1713.828633372195,2.8048627908175585,1.25,2.0,1712.6,1702.0,1708.5,1704.0,-0.0010904418988804078,
78e877373cf5242365b97f7641fe44de2fffa5cd8080d4b6be2591337630ca45,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-18 13:45:00+00:00,2022-07-18,SHORT,-1,1718.693224791022,2.0684997541434953,1.25,2.0,1715.7,1709.4,1711.8,1712.7,-0.002850294746388547,
ed4811a9c0be09c84286a2467c4d7d536e620b2ea64972150aaac72f217743cf,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-18 16:05:00+00:00,2022-07-18,LONG,1,1710.3304567890227,1.690050836443548,1.25,2.0,1715.7,1709.4,1711.8,1715.0,0.042636850891837275,
7d2cb8294629f84ffd6194acb19f4f05a1db662889585e8f8d37e9c83e165ac7,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-19 13:50:00+00:00,2022-07-19,SHORT,-1,1713.26466990822,1.6484351861411062,1.25,2.0,1710.2,1706.3,1707.8,1707.8,0.06771170006464124,
227eb2d080dc2c255a1c4e6a0b9984123e5019b1fc08b15eaa1e734ffc5dd1b4,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-20 13:35:00+00:00,2022-07-20,SHORT,-1,1713.9159097063146,1.708129066252377,1.25,2.0,1711.1,1705.3,1709.4,1708.5,-0.00024692882276683745,
00514cd06ae7b3f5bc5a2f0fcf2efed1b4b4b101127c35c0567d241d936508e6,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-20 14:10:00+00:00,2022-07-20,LONG,1,1707.1572937856474,1.8420073110028836,1.25,2.0,1711.1,1705.3,1709.4,1707.5,-0.011516469356527342,
5b19920f54aaa078d2c40acc2e63b251480f60175f7c114c893cec7eacca5b9d,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-21 15:25:00+00:00,2022-07-21,SHORT,-1,1712.6176995654819,3.177293606449343,1.25,2.0,1709.0,1683.6,1698.1,1701.0,0.012261308443194023,
87f2be86475f5577dfad97cfc28f41f7ea8cdf2d7ac40254377da4cf7aec9dc4,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-22 13:35:00+00:00,2022-07-22,LONG,1,1723.946873233138,1.9919138433670165,1.25,2.0,1726.3,1721.9,1723.0,1723.0,-0.017739298904159352,
b7ae271a63fde7fb278eef96479641dd77609620360d65932acac26e45b845bc,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-26 13:50:00+00:00,2022-07-26,SHORT,-1,1721.347818029511,1.8980212111893981,1.25,2.0,1719.0,1711.5,1718.5,1718.0,0.015404614884627884,
1c0bedbf552dd505caabed76b3b1becc5139bffc8e32fd46735b74e6c39d0d8f,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-27 14:55:00+00:00,2022-07-27,LONG,1,1714.6089651434124,1.7129821842206778,1.25,2.0,1721.6,1713.3,1717.1,1712.0,0.024616813748258245,
185a0fec470890f2b1cff398afd7546c9c9c1bd22e8dbe0e7f52e22a9d3980eb,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-07-28 13:55:00+00:00,2022-07-28,SHORT,-1,1750.9451485430984,3.111351227174805,1.25,2.0,1747.7,1733.6,1744.0,1744.0,0.020263424518743668,
aeee2024f0306a2b1a70d076f384708eb41cfc31e856a5cffbbffc0c86493c2f,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-01 15:15:00+00:00,2022-08-01,LONG,1,1765.1000291156085,2.3493775110487767,1.25,2.0,1792.5,1782.3,1782.5,1787.0,-0.03254077578806572,1.3380078531933648
c6394cbb91dfa58ebb68d7f1fe4f63a87dd1011e418840d137cc9549e5bfb250,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-02 13:55:00+00:00,2022-08-02,LONG,1,1777.3371156763812,3.024569792492568,1.25,2.0,1805.0,1794.6,1802.0,1802.0,-0.014739774597948589,1.5728569152326322
ef464fdaf329dba5ed390348b3763b75eebc65c0ebaf9453660a12fe2f0fee4e,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-03 13:50:00+00:00,2022-08-03,LONG,1,1765.8751874138215,1.8738971602099928,1.25,2.0,1789.4,1781.6,1787.4,1787.3,-0.0025265285497726125,1.0031103840748334
ac5fcaf50d9d6bb2531dd18afc23ad480bf09e970c69d3f1d8be42639ea8184c,COMEX_INITIAL_BALANCE_EXPANSION_V1,2022-08-04 13:25:00+00:00,2022-08-04,SHORT,-1,1777.796919492716,2.0659194927159974,1.5,3.0,1804.7,1792.3,1799.6,1795.5,-0.11524308652988403,1.3626073083643546
ed6824afbd422d6876086364632fb4a9146cec9b4d531e46d2dc26f1d9530ac3,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-04 13:30:00+00:00,2022-08-04,LONG,1,1774.8483831861065,2.048960957522003,1.25,2.0,1804.7,1792.3,1799.6,1795.5,-0.10316217908578584,1.3204713015916765
c5f11acc2485e826b29f201f51bdefd4c938522c8dbc2d31041808bffc77b64f,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-04 15:30:00+00:00,2022-08-04,SHORT,-1,1788.6161163918848,1.983666343393996,1.25,2.0,1804.7,1792.3,1799.6,1802.5,-0.05598577198117752,1.190214215626826
18407b2d0464f81f38a5e6ba0ed1df38d3ce3d8988ffaeccacd5bf2c0ef74a18,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-08 15:10:00+00:00,2022-08-08,SHORT,-1,1787.5056853819785,1.5337475082099903,1.25,2.0,1802.9,1796.9,1801.8,1802.0,-0.010764940477975351,0.7806596596362274
1bfb854dca8aafdd4fee96d3fc4fdba5769b0de5571401a09117396c07d93ccd,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-09 13:40:00+00:00,2022-08-09,SHORT,-1,1798.1390451003322,1.9141707062730475,1.25,2.0,1814.8,1804.9,1807.2,1814.1,0.004284169370268697,1.3724169425733532
e9be5afc9033764266cfeb649b585f2c005e722cbef8e1ab6e6709c001182e4c,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-11 13:25:00+00:00,2022-08-11,LONG,1,1792.2523603042455,1.7713408185347,1.25,2.0,1814.7,1808.1,1811.5,1811.4,-0.046917389222831,1.3506484175737328
2bfaffffc3966ddddcdec5c7de071ae5d72672ad6e233e15df28cd6b93ee7e4d,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-12 13:40:00+00:00,2022-08-12,SHORT,-1,1796.8612865243363,1.6521017933368478,1.25,2.0,1811.4,1804.7,1806.9,1810.4,-0.020814581458145815,0.9789893983202533
051f986fd7f7858c8501f8a3a14c409c8e9bdbe235dfa655a4fed05ae7eb5882,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-16 14:35:00+00:00,2022-08-16,SHORT,-1,1778.0359543898319,1.8746522233315153,1.25,2.0,1793.0,1785.4,1790.0,1789.7,0.03434018998154856,0.8150272919683635
21e39fcfe16cf3cf64f49cc50922e65dbe4fa3d79d267c5684994d1e24d71f5e,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-19 15:45:00+00:00,2022-08-19,LONG,1,1748.6674793303537,1.5653184348780895,1.25,2.0,1772.0,1763.1,1769.9,1770.7,-0.01557128412537917,1.1216967222411252
62af77f01055995b354bfd30bf0148fa1713edef1a2435dcaaab26db612f03f5,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-22 13:55:00+00:00,2022-08-22,SHORT,-1,1735.5615448976475,1.6982881148795246,1.25,2.0,1747.2,1740.2,1741.2,1742.4,0.06004610870476457,1.0672134203168686
8066b8511bea04071acad836497aaf9a01fdecb287f78c0d72bb43d1b516c451,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-24 13:45:00+00:00,2022-08-24,LONG,1,1742.8117764201638,1.5179100939250496,1.25,2.0,1760.2,1755.7,1758.3,1758.3,0.033064636512912374,0.549244675835776
c44ffccb7e8db4ddc4e06fd4ee28799f692b0d03aa164dd2396fb35ca208ca22,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-25 14:35:00+00:00,2022-08-25,LONG,1,1756.1953256480679,1.6725580610966135,1.25,2.0,1774.7,1770.0,1771.7,1767.3,-0.021800259075542637,0.8392262922748545
79380d9ee2c88d668026a5ac0fe34f595458ab6a3624054a425ee73b4f51fa89,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-26 13:30:00+00:00,2022-08-26,SHORT,-1,1752.794292737971,2.0415208682010086,1.25,2.0,1765.6,1756.6,1759.0,1763.0,0.027673658186458252,1.3196863653107405
1358a9f221bc9a3b0387ff73351bd3ad2772b058a989c39df3d33a662b53622c,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-26 14:10:00+00:00,2022-08-26,LONG,1,1750.8711235797775,3.1275016708500347,1.25,2.0,1765.6,1756.6,1759.0,1764.0,0.023781465070236638,1.269862173203837
48e85e4b1b4aaac80a6b0948dab82ff5c4fdca28a3ac4980d2ad6eb7f7d55d5f,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-08-29 15:30:00+00:00,2022-08-29,SHORT,-1,1741.0148111346243,1.5491895701462617,1.25,2.0,1752.1,1738.3,1744.1,1751.4,-0.040043420576528765,1.1523051264742088
416da75407e5711d659f3b376eda3a9171321abe622e7e37bdbdfb6a504cb827,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-01 14:25:00+00:00,2022-09-01,LONG,1,1692.9221537113597,2.530407398400277,1.25,2.0,1714.9,1705.3,1710.5,1710.5,0.008013737836290785,1.5454620849805103
843cdef2b3510a598ec38025b61af1e9f764e81b78f7478cc9ea7bbeada8ded2,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-02 15:25:00+00:00,2022-09-02,SHORT,-1,1716.8776126484852,1.764838409982547,1.25,2.0,1727.0,1714.9,1716.0,1721.0,-0.0320732815181185,1.6276003696478079
248bd66a24eff5d8443d74ab2f54227777c4699912c1b37577d10beb9f0f21da,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-05 13:45:00+00:00,2022-09-05,LONG,1,1710.9238431470005,0.9301845329405991,1.25,2.0,1724.9,1722.7,1724.1,1723.3,0.024334600760456272,0.15752590492542975
5477aa9ea18d38c708782a669d712356b0c87cdc5205570349c7344b01739c03,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-06 14:10:00+00:00,2022-09-06,LONG,1,1703.6769919531462,2.31883299629847,1.25,2.0,1725.1,1715.4,1724.2,1719.5,0.011296631443750364,1.0146009181104694
c4f84130d032fd196814fce26e0ab4e5e96906b1e427b2e29e65c889d31a032a,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-07 13:35:00+00:00,2022-09-07,LONG,1,1697.2647208008964,1.4073872930632119,1.25,2.0,1715.0,1708.2,1714.0,1709.5,0.01033656876339342,0.7376790031616143
28cb3f6c413e29a8f6e21277e00cc4a8f6af785a3e34a4f286cacd5e44d9d4e6,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-09 15:35:00+00:00,2022-09-09,LONG,1,1716.0347980004058,1.7278847054051376,1.25,2.0,1733.3,1728.1,1730.7,1725.4,0.013414902337111897,0.9436033843628852
9c32ca2583178be39cae2ec25c2e27e308fe34f5298ac4397af8aff1002cf0d4,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-12 14:20:00+00:00,2022-09-12,LONG,1,1727.2260042463436,2.03175971018407,1.25,2.0,1745.0,1738.3,1740.2,1741.1,0.005370438178933235,0.8910398455661441
8173d3aa88914c3873c51965c99c556e05559422274574808f898aef93f40446,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-12 16:05:00+00:00,2022-09-12,SHORT,-1,1734.914321009601,1.581554128942221,1.25,2.0,1745.0,1738.3,1740.2,1740.8,0.010408249644080188,0.931956322951966
85f97991c52a4e45793f9bb88f598cdf89a718024fd8ad1e374d6f0faa6cc77c,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-15 13:45:00+00:00,2022-09-15,LONG,1,1681.9631293009115,2.4251419989275678,1.25,2.0,1701.4,1690.0,1692.5,1692.5,-2.3292106305173177e-05,1.7264702925505178
464d89bf1cd5abd918d6a197dab45e089a1a64232d03361b9c9e4a799af677de,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-19 13:35:00+00:00,2022-09-19,LONG,1,1664.715589908158,1.6522471668726082,1.25,2.0,1675.9,1671.4,1675.2,1673.9,-0.0005507281850446701,0.7986901910952544
0ea0b6311ee7fba0e0483bc336842a9ba275f831abf8c720b128aa47d8b41570,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-20 14:00:00+00:00,2022-09-20,LONG,1,1663.698756334437,1.8132278418388994,1.25,2.0,1677.3,1673.2,1673.5,1673.5,-0.017821578188311243,0.9632998693415808
a8ca0ff2e2437d09fb443838952fad1ece7c2bfbd5fcfa821c7a51160dd2e91c,COMEX_INITIAL_BALANCE_FAILED_EXPANSION_V1,2022-09-21 13:50:00+00:00,2022-09-21,LONG,1,1673.084412114902,1.565397511879948,1.25,2.0,1684.7,1680.8,1683.3,1682.4,-0.04275203817856433,0.5712500709944909
