attempt_no,router_id,mechanic,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2023_trades,era_2021_2023_stress_net_r,era_2021_2023_stress_pf,era_2021_2023_average_stress_r,era_2021_2023_closed_drawdown_r,era_2023_2024_trades,era_2023_2024_stress_net_r,era_2023_2024_stress_pf,era_2023_2024_average_stress_r,era_2023_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
26239,002c51dea73a9db3,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":15,""threshold"":0.0,""weak_multiplier"":0.25}",330,19.378358416130755,1.2121420512530083,0.05872229823069926,8.22097055443911,81,2.4645030799458167,1.1229901053860158,0.030425963949948356,5.645176022515628,105,5.875316827398989,1.2053637081704023,0.055955398356180845,5.118042970499728,96,6.683879765555063,1.2769320582371788,0.06962374755786524,6.073739717515105,48,4.354658743230884,1.2345862166386756,0.09072205715064341,8.220970554439111,9.374894649312212,0.09025174956660773,48,1.1229901053860158,0.030425963949948356,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": true, ""minimum_stress_pf_each_era"": true, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,0.2712659435549115,False
26240,00348237436459f1,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.0}",297,14.08900895503501,1.2078727820996618,0.04743774058934347,4.123617616535848,81,2.506567140926895,1.1344786551855013,0.03094527334477648,4.02822344312769,92,4.694753268798124,1.2176091282851451,0.051029926834762214,4.123617616535848,76,4.749246214033847,1.2835770802118152,0.062490081763603246,3.723713309079718,48,2.1384423312761474,1.1977102176587917,0.0445508819015864,3.3268727642671108,4.223789976079487,0.08295898640228741,48,1.1344786551855013,0.03094527334477648,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": true, ""minimum_stress_pf_each_era"": true, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,0.2712659435549115,False
26241,006667f9014a1a02,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":30,""threshold"":-0.05,""weak_multiplier"":0.5}",330,14.714191306504215,1.213616967745682,0.044588458504558226,3.612292323926651,81,2.041922801922835,1.1126612240425862,0.025208923480528826,3.612292323926651,105,5.270971057523404,1.2551949453827358,0.050199724357365756,3.3422442543337496,96,5.262855115781831,1.2728845569561,0.05482140745606074,3.2994418006379225,48,2.1384423312761474,1.1977102176587917,0.0445508819015864,3.3268727642671108,9.700353348594756,0.057916760078210755,48,1.1126612240425862,0.025208923480528826,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": true, ""minimum_stress_pf_each_era"": true, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,0.2712659435549115,False
26242,008f0616f435c244,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":30,""threshold"":0.05,""weak_multiplier"":0.5}",218,7.256963151829811,1.0989296685341634,0.03328882179738445,8.050410945774725,8,-0.47200178530428216,0.8924596941457372,-0.05900022316303527,4.191542493574833,82,-0.6054949341588208,0.9777331801859501,-0.007384084562912449,4.571897711866001,93,5.909249337301512,1.2188735476673833,0.06354031545485497,5.179448249446178,35,2.4252105339914043,1.164147955363294,0.06929172954261155,8.050410945774727,-2.7417425402148274,0.27713660474976753,8,0.8924596941457372,-0.05900022316303527,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,0.39123341695891095,False
26243,00bd758244c95940,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":20,""threshold"":-0.1,""weak_multiplier"":0.5}",330,7.371265773606402,1.0825928487873635,0.02233716901092849,8.15896154162208,81,0.018644316552509643,1.0008427134828175,0.00023017674756184745,6.400057456536988,105,1.6845810026885504,1.0546297017726887,0.016043628597033812,8.15896154162208,96,3.5295981230891966,1.1385694783302867,0.03676664711551247,4.10030610119445,48,2.1384423312761474,1.1977102176587917,0.0445508819015864,3.3268727642671108,-2.5607146075388902,0.2664696769008369,48,1.0008427134828175,0.00023017674756184745,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,0.38340960705156385,False
26244,00e866b4aa7f5afb,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":5,""threshold"":0.1,""weak_multiplier"":0.0}",138,-2.5195976828015727,0.9647471205459516,-0.018257954223199802,16.441376386699815,38,-0.00962256087457225,0.99949637069079,-0.000253225286172954,5.053900660275584,45,-5.840755967918558,0.7194330143992854,-0.12979457706485686,8.895055415589765,22,-1.5432680753126249,0.8893670339424964,-0.07014854887784659,7.198673307017784,33,4.87404892130418,1.2769574888667776,0.1476984521607327,7.494067699298981,-12.52306144962012,1.0,22,0.7194330143992854,-0.12979457706485686,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
26245,010c5820cdb71172,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":30,""threshold"":-0.1,""weak_multiplier"":0.0}",308,13.320413878998476,1.2008286549376226,0.04324809700973531,4.0850725175467435,81,2.041922801922835,1.1126612240425862,0.025208923480528826,3.612292323926651,104,3.2717322709686187,1.154225129404386,0.03145896414392903,4.043231204392518,75,5.868316474830874,1.3628518725458538,0.07824421966441165,2.8734956260674256,48,2.1384423312761474,1.1977102176587917,0.0445508819015864,3.3268727642671108,6.361417013015494,0.08153141110071126,48,1.1126612240425862,0.025208923480528826,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": true, ""minimum_stress_pf_each_era"": true, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,0.2712659435549115,False
26246,0137b4344fa326bd,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":30,""threshold"":0.1,""weak_multiplier"":0.5}",218,5.510444010532761,1.0776447980887358,0.025277266103361288,7.960185702663303,8,-0.47200178530428216,0.8924596941457372,-0.05900022316303527,4.191542493574833,82,-0.9489516162030718,0.962526068533492,-0.011572580685403315,4.811044496204165,93,4.934799616545379,1.1857034915128082,0.05306236146822988,4.75452789635548,35,1.9965977954947378,1.1359680602915034,0.057045651299849655,7.9601857026633045,-4.488261681511877,0.32244401549989393,8,0.8924596941457372,-0.05900022316303527,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,0.422257449896348,False
26247,01a7ac43b045d387,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.0}",268,2.6176193051442658,1.0222962090647048,0.009767236213224872,16.393360528932043,30,-0.6197378777723019,0.9589545421253451,-0.02065792925907673,4.985201415627585,102,-6.082148712877042,0.8645378238288514,-0.05962890894977492,11.96505050548475,88,5.042621233241312,1.1409662038099881,0.05730251401410582,8.909318269123226,48,4.276884662552295,1.1977102176587917,0.0891017638031728,6.6537455285342215,-7.400886857011639,0.4398111082689126,30,0.8645378238288514,-0.05962890894977492,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,0.5254613002018071,False
26248,01b4ca329a5a263d,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.5}",330,27.845299923974764,1.209885102869754,0.08437969673931747,7.224584647853302,81,4.08384560384567,1.1126612240425862,0.05041784696105765,7.224584647853302,105,9.1020213644283,1.2203379433901833,0.08668591775646,6.684488508667499,96,10.382548293148503,1.3101221811515145,0.10815154472029691,4.370294469284359,48,4.276884662552295,1.1977102176587917,0.0891017638031728,6.6537455285342215,17.817624008155846,0.06354875220104614,48,1.1126612240425862,0.05041784696105765,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": true, ""minimum_stress_pf_each_era"": true, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,0.2712659435549115,False
