timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2022.07.01 04:45:00	2022.07.01 04:45:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1801.45	1801.51	6	1801.45	1804.95	1794.45	350.00	0.0171	10009	done at 1801.45	2	2	1801.45	pass	
2022.07.01 11:45:00	2022.07.01 11:45:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1785.52	1785.55	3	1785.52	1789.02	1778.52	350.00	0.0086	10009	done at 1785.52	4	4	1785.52	pass	
2022.07.01 16:40:00	2022.07.01 16:40:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1802.48	1802.49	1	1802.48	1805.98	1795.48	350.00	0.0029	10009	done at 1802.48	6	6	1802.48	pass	
2022.07.01 16:45:00	2022.07.01 16:45:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1801.61	1801.62	1	1801.61	1805.11	1794.61	350.00	0.0029	10009	done at 1801.61	7	7	1801.61	pass	
2022.07.01 16:55:00	2022.07.01 16:55:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1800.85	1800.87	2	1800.85	1804.35	1793.85	350.00	0.0057	10009	done at 1800.85	8	8	1800.85	pass	
2022.07.01 17:00:00	2022.07.01 17:00:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1799.38	1799.40	2	1799.38	1804.10	1789.95	471.57	0.0042	10009	done at 1799.38	9	9	1799.38	pass	
2022.07.04 00:00:00	2022.07.04 00:00:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1808.12	1808.26	14	1808.12	1811.62	1801.12	350.00	0.0400	10009	done at 1808.12	14	14	1808.12	pass	
2022.07.04 10:00:00	2022.07.04 10:00:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1805.82	1805.91	9	1805.82	1809.32	1798.82	350.00	0.0257	10009	done at 1805.82	16	16	1805.82	pass	
2022.07.04 10:25:00	2022.07.04 10:25:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1805.24	1805.31	7	1805.24	1808.74	1798.24	350.00	0.0200	10009	done at 1805.24	17	17	1805.24	pass	
2022.07.04 15:25:00	2022.07.04 15:25:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1806.96	1806.98	2	1806.96	1810.46	1799.96	350.00	0.0057	10009	done at 1806.96	20	20	1806.96	pass	
2022.07.04 15:35:00	2022.07.04 15:35:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1806.05	1806.13	8	1806.05	1809.55	1799.05	350.00	0.0229	10009	done at 1806.05	21	21	1806.05	pass	
2022.07.04 15:50:00	2022.07.04 15:50:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1806.00	1806.02	2	1806.00	1809.50	1799.00	350.00	0.0057	10009	done at 1806.00	22	22	1806.00	pass	
2022.07.04 16:10:00	2022.07.04 16:10:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1805.62	1805.67	5	1805.62	1809.12	1798.62	350.00	0.0143	10009	done at 1805.62	23	23	1805.62	pass	
2022.07.06 09:30:00	2022.07.06 09:30:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1766.62	1766.70	8	1766.62	1770.12	1759.62	350.00	0.0229	10009	done at 1766.62	28	28	1766.62	pass	
2022.07.06 15:40:00	2022.07.06 15:40:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1736.93	1736.95	2	1736.93	1741.83	1727.12	490.29	0.0041	10009	done at 1736.93	30	30	1736.93	pass	
2022.07.06 15:55:00	2022.07.06 15:55:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1735.08	1735.10	2	1735.08	1741.87	1721.50	678.93	0.0029	10009	done at 1735.08	31	31	1735.08	pass	
2022.07.07 01:40:00	2022.07.07 01:40:00	BT_A1_XAU_R2_IMPULSE_RETEST_Q55	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1738.82	1738.84	2	1738.82	1742.32	1731.82	350.00	0.0057	10009	done at 1738.82	34	34	1738.82	pass	
