attempt_no,variant_id,regime_owner,mechanic,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2010_2014_trades,era_2010_2014_stress_net_r,era_2010_2014_stress_pf,era_2010_2014_average_stress_r,era_2010_2014_closed_drawdown_r,era_2014_2018_trades,era_2014_2018_stress_net_r,era_2014_2018_stress_pf,era_2014_2018_average_stress_r,era_2014_2018_closed_drawdown_r,era_2018_2022_trades,era_2018_2022_stress_net_r,era_2018_2022_stress_pf,era_2018_2022_average_stress_r,era_2018_2022_closed_drawdown_r,era_2022_2026_trades,era_2022_2026_stress_net_r,era_2022_2026_stress_pf,era_2022_2026_average_stress_r,era_2022_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
11118,fac7dbac997f07c5,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.45,""efficiency_min"":0.25,""hold_hours"":36,""hour_window"":""ALL"",""pullback_atr"":0.2,""stop_atr"":1.25}",131,25.210760034403712,1.2402684834589732,0.19244854988094437,21.58422075598874,32,24.146695018768,1.9738904102669192,0.7545842193365,7.982572173327014,46,12.167921037474432,1.343524563028565,0.264520022553792,13.601648582661719,21,-2.394636499030403,0.8550027748520751,-0.11403030947763823,5.615151477622339,32,-8.709219522808315,0.6911353409422454,-0.27216311008775984,19.20662892105651,-21.702786422606174,0.2012346352113922,21,0.6911353409422454,-0.27216311008775984,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
11119,0b0028ceb5fdb33e,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.3,""efficiency_min"":0.25,""hold_hours"":12,""hour_window"":""LONDON"",""pullback_atr"":0.2,""stop_atr"":1.0}",34,33.97594051258487,2.3950206600832615,0.9992923680172021,9.53368071212136,5,22.599632674188086,20.235520489081928,4.519926534837618,1.1748906241978538,15,10.225071168082799,1.8513665915274697,0.6816714112055199,4.7603076797370845,7,-5.344824275793859,0.20229248551535664,-0.7635463251134084,5.344824275793859,7,6.49606094610785,2.4533078910218844,0.9280087065868357,3.4052066761717272,-13.278680599551539,0.10039964350730834,5,0.20229248551535664,-0.7635463251134084,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
11120,d22e770988bd9a83,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.2,""close_location_max"":0.6,""efficiency_min"":0.15,""hold_hours"":8,""hour_window"":""ALL"",""pullback_atr"":0.1,""stop_atr"":1.5}",323,-41.06254161959966,0.7637437111354218,-0.12712861182538596,60.48757332593577,93,-23.15454286775542,0.5660608321774139,-0.24897357922317656,26.320271244601436,101,-12.614119686043697,0.7686351627201958,-0.12489227411924453,17.70691655407193,60,-11.37621983113998,0.6719384793513608,-0.18960366385233302,13.654083648762429,69,6.082340765339444,1.194643935975196,0.08814986616433976,14.837664948583864,-65.31588721497133,1.0,60,0.5660608321774139,-0.24897357922317656,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
11121,a95db80ae4709c7a,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.6,""efficiency_min"":0.25,""hold_hours"":18,""hour_window"":""LONDON"",""pullback_atr"":0.35,""stop_atr"":1.25}",63,26.50109147169945,1.5605606191286538,0.42065224558253095,18.0737601710592,15,23.519693529142174,3.60604221496454,1.5679795686094782,4.54358555224421,22,3.3633113795662988,1.1914336369504337,0.1528777899802863,8.364878893102443,13,-10.572139325749033,0.1581001871875246,-0.8132414865960794,11.483154089511713,13,10.190225888740013,2.2542687652004996,0.783863529903078,5.680832237514398,-20.799704472869866,0.15257629325163177,13,0.1581001871875246,-0.8132414865960794,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
11122,010315a3c0927ef8,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.3,""efficiency_min"":0.05,""hold_hours"":12,""hour_window"":""ALL"",""pullback_atr"":0.5,""stop_atr"":0.8}",434,-51.6587465825997,0.8571680863471872,-0.11902937000599008,124.94083761572975,120,5.339382532911847,1.054877490298095,0.044494854440932055,22.465614779753505,120,-41.40272628118937,0.595021566663846,-0.34502271900991144,42.599831191942236,86,-37.29436801993834,0.4963354110351269,-0.4336554420923063,39.213641743192795,108,21.698965185616174,1.2463041373142763,0.20091634431126087,35.63119784974733,-108.70303876504249,1.0,86,0.4963354110351269,-0.4336554420923063,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
11123,82de7f8d42103c60,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.5,""close_location_max"":0.3,""efficiency_min"":0.05,""hold_hours"":12,""hour_window"":""ALL"",""pullback_atr"":0.5,""stop_atr"":2.0}",403,-32.43157290629273,0.8435857742713669,-0.08047536701313332,53.52455329557315,108,-0.22807693351071645,0.9957987055614461,-0.00211182345843256,15.515296365745586,133,-13.364221914821167,0.8103813354137042,-0.10048287154000878,17.194925646911475,79,-16.187636017408604,0.5749129704696162,-0.20490678503048865,18.287637604224365,83,-2.6516380405522515,0.9404080972870147,-0.03194744627171387,21.200156796283277,-57.031797572097176,1.0,79,0.5749129704696162,-0.20490678503048865,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
11124,37f3fa8ddfc17d4c,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.6,""efficiency_min"":0.25,""hold_hours"":18,""hour_window"":""NEW_YORK"",""pullback_atr"":0.1,""stop_atr"":1.25}",53,8.272548259287374,1.263446478330545,0.15608581621296932,12.764784979926096,13,-8.11399345043393,0.2886578770799692,-0.6241533423410716,9.191750732033267,19,6.680213013445364,1.6086294189462684,0.35159015860238757,4.650791529492166,8,3.84431004938222,2.6192469201079245,0.4805387561727775,1.2314939299495098,13,5.862018646893722,1.8822115399943904,0.45092451129951705,4.4469455455303954,-9.519153364218624,0.2364232808063924,8,0.2886578770799692,-0.6241533423410716,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": true}",False,1.0,False
11125,8ac6ef1d461fa1c0,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.2,""close_location_max"":0.45,""efficiency_min"":0.05,""hold_hours"":18,""hour_window"":""NEW_YORK"",""pullback_atr"":0.35,""stop_atr"":1.0}",281,-55.13314362343894,0.7428921772670272,-0.19620335809053002,85.18631864162992,74,-26.992853424821124,0.5453794330101623,-0.36476828952460977,30.327582624621463,90,-19.091505994235252,0.7074965950062528,-0.2121278443803917,24.513075706980274,57,-18.99455353600121,0.5765782085988443,-0.3332377813333546,19.181673668124358,60,9.94576933161865,1.2213495001407362,0.16576282219364416,23.031850286287668,-89.05622886737574,1.0,57,0.5453794330101623,-0.36476828952460977,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
11126,536437681e9b03f9,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.5,""close_location_max"":0.3,""efficiency_min"":0.05,""hold_hours"":36,""hour_window"":""NEW_YORK"",""pullback_atr"":0.35,""stop_atr"":0.8}",148,-12.268706074002454,0.912903018400682,-0.08289666266217874,55.910147565643136,38,-13.528609067823655,0.6296057130960557,-0.3560160281006225,17.555374791400116,38,2.003065372269115,1.054455952191905,0.05271224663866092,14.642932956660363,36,-24.384257453369496,0.2971397857346618,-0.6773404848158193,26.255304772011375,36,23.64109507492158,1.7194144206143045,0.6566970854144883,20.47756463698472,-89.75836670258803,1.0,36,0.2971397857346618,-0.6773404848158193,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
11127,c6c41dc39596a3e0,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.5,""close_location_max"":0.3,""efficiency_min"":0.05,""hold_hours"":8,""hour_window"":""LIQUID"",""pullback_atr"":0.0,""stop_atr"":0.8}",193,-12.530561900094028,0.9147204190071153,-0.06492519119219704,50.124929721570666,48,-15.38421193624918,0.6072487517930882,-0.3205044153385246,17.138035922172275,50,-15.378462132089338,0.6128579815247808,-0.30756924264178676,15.37846213208933,44,-5.889360848243597,0.8078492062632946,-0.1338491101873545,14.974633891980798,51,24.12147301648808,1.6450976090542255,0.47297005914682505,15.109065485652765,-53.69885838060256,1.0,44,0.6072487517930882,-0.3205044153385246,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
