candidate_id,family_id,signal_time,direction,direction_sign,stop_frozen,atr_value,target_r,maximum_hold_hours,dir_return_1_atr,dir_return_3_atr,dir_return_6_atr,dir_return_18_atr,dir_ema_fast_distance_atr,dir_ema_spread_atr,dir_close_location,range_atr,body_fraction,efficiency_ratio,atr_ratio,quote_intensity_ratio,spread_atr,hour_sin,hour_cos,weekday_sin,weekday_cos
31d28a2c8707e1659946a1d8664a4b3a232c5edf80a39b1d75c298dea7018022,H4_ADAPTIVE_RANGE_BREAKOUT_V1,2016-07-27 20:00:00+00:00,LONG,1,1329.8880380164435,7.504641322371054,2.0,48.0,1.913882274051428,2.8707567856411758,3.116071640931084,2.3678679948405104,2.4130633081863353,-0.9407255187170854,0.9570917759237146,2.794937039492407,0.6845292014302672,0.31899615840304346,0.8621549493412484,1.1624362399805683,0.05250084355470877,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
37070469a6f1d66d94e6820c574a4f72641ff659af08d1812963755f58301d20,H4_ADAPTIVE_POST_SHOCK_REVERSAL_V1,2016-07-28 16:00:00+00:00,LONG,1,1324.951906135847,7.323675091322361,1.5,24.0,-1.1847876771979269,-0.5111504747712824,1.9780369581338568,2.303761402521946,0.7805341143333046,-0.3536326737970741,0.019278027285819895,1.6113494731603901,0.7301923565799571,0.26819265617548305,0.8452329113407892,1.8049406088735533,0.03700327999545737,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
dcb2f081f322f8b7259f48e4c347bcdce59d3d9c66b2773a3c74e48443a90acc,H4_ADAPTIVE_POST_SHOCK_REVERSAL_V1,2016-07-29 16:00:00+00:00,SHORT,-1,1359.837376282674,8.296701026139289,1.5,24.0,-1.7600369055114617,-1.0650618808801147,-0.8055008826935878,-4.050585876738289,-2.015648654590906,-0.09699929663584643,0.04032031030059613,1.9266091365278601,0.9115705840032462,0.3999845274013761,0.9876798173303979,2.151349368868242,0.02519073537076541,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
37c6d04669ef9546299600b57a6fc31cd8642e75effd5c3812e86323035558b1,H4_ADAPTIVE_RANGE_BREAKOUT_V1,2016-07-29 16:00:00+00:00,LONG,1,1337.0214484607911,8.296701026139289,2.0,48.0,1.7600369055114617,1.0650618808801147,0.8055008826935878,4.050585876738289,2.015648654590906,0.09699929663584643,0.9596796896994039,1.9266091365278601,0.9115705840032462,0.3999845274013761,0.9876798173303979,2.151349368868242,0.02519073537076541,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
9e8117b5547aae136b0faf801faf114d6173273fa0dcf2e512c1c9d9f968c13c,H4_ADAPTIVE_TREND_CONTINUATION_V1,2016-08-01 16:00:00+00:00,LONG,1,1341.5595034297512,7.433664380165895,2.0,48.0,0.5824180079412508,0.3389310938925727,2.400700258625577,4.66391785086568,1.7557967132187888,0.74850707204688,0.95931608274175,0.8811939394893825,0.6624685138538823,0.4326287154658203,0.8976563612293567,1.5609596917052553,0.040895039707631115,-0.8660254037844385,-0.5000000000000004,0.0,1.0
91f4357b0bc9414b210fe2ce9b2311a6bf047c163c876ac46d34eca3b88f82d5,H4_ADAPTIVE_RANGE_BREAKOUT_V1,2016-08-02 08:00:00+00:00,LONG,1,1347.8635513065465,7.3119657956357145,2.0,48.0,1.2857691437248524,0.8371893648153691,1.1817615455965882,4.383157812243762,2.1097311905324747,1.0770633958646452,0.9413254336088857,1.4311472854872695,0.8993740742510485,0.37415871348101265,0.887328275859943,1.1279452906434566,0.030224430225304348,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
5601310c99f6da2668483cd3fdd9b151ce985eaefac5fbec34b38af333f2d129,H4_ADAPTIVE_TREND_CONTINUATION_V1,2016-08-02 08:00:00+00:00,LONG,1,1347.8635513065465,7.3119657956357145,2.0,48.0,1.2857691437248524,0.8371893648153691,1.1817615455965882,4.383157812243762,2.1097311905324747,1.0770633958646452,0.9413254336088857,1.4311472854872695,0.8993740742510485,0.37415871348101265,0.887328275859943,1.1279452906434566,0.030224430225304348,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
05ac22b71e64ae5ed41fc5f9f5a0016fe4d3dd439f9609fddfc3fa01afe4db1e,H4_ADAPTIVE_RANGE_BREAKOUT_V1,2016-08-02 16:00:00+00:00,LONG,1,1355.8938159224813,7.189789385012422,2.0,48.0,1.066582008088509,2.3990271587030807,2.5449980549003786,4.009644574581689,2.7416866341231083,1.40505301168564,0.919772998805265,1.164150930129844,0.918578255675039,0.38009005029895954,0.8839568728524795,1.8110040410320174,0.027956312659035497,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
bf7dcbf42dc0fb170f0f5ebc28af9d043a94d8abd5de6b245c7f2b2c1e33fa78,H4_ADAPTIVE_TREND_CONTINUATION_V1,2016-08-02 16:00:00+00:00,LONG,1,1355.8938159224813,7.189789385012422,2.0,48.0,1.066582008088509,2.3990271587030807,2.5449980549003786,4.009644574581689,2.7416866341231083,1.40505301168564,0.919772998805265,1.164150930129844,0.918578255675039,0.38009005029895954,0.8839568728524795,1.8110040410320174,0.027956312659035497,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
7284dc2c64ce5ae6f19e1676d99a7cbd649d20b2e3271fe62bd39d9f821fb1a1,H4_ADAPTIVE_POST_SHOCK_REVERSAL_V1,2016-08-05 16:00:00+00:00,LONG,1,1330.46597019123,7.21922384701589,1.5,24.0,-3.068681685103504,-3.036337487867288,-2.671201282665731,-1.3768793170347273,-2.208534500316978,1.6223499019715575,0.09805836621479051,3.5456720199333693,0.8651013790678604,0.12948946758203908,0.9319281566261102,2.231420114535744,0.04183275188578176,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
