family,regime,side,signal_time_utc,completion_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
N4_MICRO_BREAKOUT,NEUTRAL,SHORT,2019-01-02 22:35:00+00:00,2019-01-02 22:40:00+00:00,2019-01-02 22:40:00+00:00,2019-01-02 22:40:00+00:00,1.13157,1.13197,1.13097,1.1328200000000002,STOP,0.0004,-3.1250000000004885,-3.2500000000004885,-1.2500000000001954
N1_ROLLING_SWEEP_FADE,NEUTRAL,SHORT,2019-01-03 00:35:00+00:00,2019-01-03 00:40:00+00:00,2019-01-03 00:40:00+00:00,2019-01-03 00:45:00+00:00,1.1339299999999999,1.1343299999999998,1.13333,1.13434,STOP,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N4_MICRO_BREAKOUT,NEUTRAL,LONG,2019-01-03 01:30:00+00:00,2019-01-03 01:35:00+00:00,2019-01-03 01:35:00+00:00,2019-01-03 01:35:00+00:00,1.13518,1.1347800000000001,1.13578,1.13477,STOP,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N1_ROLLING_SWEEP_FADE,NEUTRAL,SHORT,2019-01-03 01:35:00+00:00,2019-01-03 01:40:00+00:00,2019-01-03 01:40:00+00:00,2019-01-03 02:20:00+00:00,1.1347699999999998,1.1351699999999998,1.13417,1.1351799999999999,STOP,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N3_ANCHOR_REVERSION,NEUTRAL,SHORT,2019-01-03 05:20:00+00:00,2019-01-03 05:25:00+00:00,2019-01-03 05:25:00+00:00,2019-01-03 05:40:00+00:00,1.13662,1.13702,1.13602,1.13603,TARGET,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N4_MICRO_BREAKOUT,NEUTRAL,LONG,2019-01-04 00:55:00+00:00,2019-01-04 01:00:00+00:00,2019-01-04 01:00:00+00:00,2019-01-04 02:25:00+00:00,1.1406,1.1402,1.1412,1.14019,STOP,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N3_ANCHOR_REVERSION,NEUTRAL,LONG,2019-01-04 03:15:00+00:00,2019-01-04 03:20:00+00:00,2019-01-04 03:20:00+00:00,2019-01-04 03:50:00+00:00,1.1392,1.1388,1.1398,1.1397899999999999,TARGET,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N2_ASIA_RANGE_FADE,NEUTRAL,LONG,2019-01-04 06:15:00+00:00,2019-01-04 06:20:00+00:00,2019-01-04 06:20:00+00:00,2019-01-04 06:30:00+00:00,1.13898,1.1385800000000001,1.13958,1.13857,STOP,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N3_ANCHOR_REVERSION,NEUTRAL,LONG,2019-01-04 06:35:00+00:00,2019-01-04 06:40:00+00:00,2019-01-04 06:40:00+00:00,2019-01-04 07:00:00+00:00,1.13881,1.1384100000000001,1.13941,1.1394,TARGET,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N3_ANCHOR_REVERSION,NEUTRAL,SHORT,2019-01-06 23:10:00+00:00,2019-01-06 23:15:00+00:00,2019-01-06 23:15:00+00:00,2019-01-06 23:50:00+00:00,1.14096,1.14136,1.14036,1.14137,STOP,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N3_ANCHOR_REVERSION,NEUTRAL,SHORT,2019-01-06 23:55:00+00:00,2019-01-07 00:00:00+00:00,2019-01-07 00:00:00+00:00,2019-01-07 00:50:00+00:00,1.1410099999999999,1.1414099999999998,1.14041,1.1414199999999999,STOP,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N4_MICRO_BREAKOUT,NEUTRAL,LONG,2019-01-07 01:40:00+00:00,2019-01-07 01:45:00+00:00,2019-01-07 01:45:00+00:00,2019-01-07 03:05:00+00:00,1.14205,1.14165,1.14265,1.14164,STOP,0.0004,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146
N1_ROLLING_SWEEP_FADE,NEUTRAL,LONG,2019-01-07 03:05:00+00:00,2019-01-07 03:10:00+00:00,2019-01-07 03:10:00+00:00,2019-01-07 04:05:00+00:00,1.14198,1.14158,1.14258,1.1425699999999999,TARGET,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
N3_ANCHOR_REVERSION,NEUTRAL,SHORT,2019-01-07 04:40:00+00:00,2019-01-07 04:45:00+00:00,2019-01-07 04:45:00+00:00,2019-01-07 06:05:00+00:00,1.14256,1.14296,1.14196,1.1419700000000002,TARGET,0.0004,1.474999999999671,1.349999999999671,0.5899999999998684
